date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,0,0,0,0,0,False
2018-01-14,0,49,0,0,49,False
2018-01-21,0,0,48,0,48,False
2018-01-28,0,0,48,0,0,False
2018-02-04,0,47,47,0,0,False
2018-02-11,48,0,48,0,48,False
2018-02-18,0,0,50,0,49,False
2018-02-25,0,0,48,0,0,False
2018-03-04,0,0,49,0,96,False
2018-03-11,0,49,0,0,50,False
2018-03-18,47,0,0,0,0,False
2018-03-25,0,51,51,0,51,False
2018-04-01,0,0,49,0,50,False
2018-04-08,0,0,0,0,0,False
2018-04-15,0,0,0,0,0,False
2018-04-22,0,0,47,0,0,False
2018-04-29,0,49,49,0,0,False
2018-05-06,0,47,0,0,47,False
2018-05-13,0,0,0,0,0,False
2018-05-20,0,0,49,0,0,False
2018-05-27,0,0,0,0,0,False
2018-06-03,0,0,49,0,0,False
2018-06-10,0,0,0,0,0,False
2018-06-17,0,0,51,0,51,False
2018-06-24,51,0,0,0,0,False
2018-07-01,0,0,0,0,0,False
2018-07-08,0,0,0,0,49,False
2018-07-15,0,0,0,0,0,False
2018-07-22,0,0,52,0,0,False
2018-07-29,0,0,0,0,0,False
2018-08-05,0,52,0,0,0,False
2018-08-12,0,51,0,0,0,False
2018-08-19,51,0,0,0,51,False
2018-08-26,0,0,50,0,0,False
2018-09-02,48,48,48,0,0,False
2018-09-09,50,0,49,0,50,False
2018-09-16,0,55,55,0,55,False
2018-09-23,0,50,0,0,0,False
2018-09-30,0,0,0,0,0,False
2018-10-07,0,0,76,0,0,False
2018-10-14,48,0,48,0,0,False
2018-10-21,0,50,50,0,0,False
2018-10-28,0,0,0,0,0,False
2018-11-04,47,48,47,0,0,False
2018-11-11,0,0,96,0,0,False
2018-11-18,0,0,0,0,0,False
2018-11-25,0,0,50,0,0,False
2018-12-02,0,0,0,0,0,False
2018-12-09,0,50,100,0,0,False
2018-12-16,0,0,49,0,99,False
2018-12-23,55,0,0,0,0,False
2018-12-30,0,0,53,0,53,False
2019-01-06,0,0,0,0,0,False
2019-01-13,0,0,46,0,0,False
2019-01-20,0,0,43,0,0,False
2019-01-27,0,45,46,0,0,False
2019-02-03,0,0,0,0,47,False
2019-02-10,0,0,0,0,0,False
2019-02-17,0,0,0,0,0,False
2019-02-24,0,0,49,0,98,False
2019-03-03,0,0,49,0,0,False
2019-03-10,0,0,72,0,0,False
2019-03-17,0,0,0,0,0,False
2019-03-24,0,0,0,0,0,False
2019-03-31,0,46,0,0,46,False
2019-04-07,0,95,0,0,0,False
2019-04-14,0,0,0,0,0,False
2019-04-21,0,0,49,0,0,False
2019-04-28,0,0,48,0,0,False
2019-05-05,0,0,0,0,48,False
2019-05-12,0,0,0,0,0,False
2019-05-19,0,0,46,0,0,False
2019-05-26,0,0,47,0,0,False
2019-06-02,0,0,47,0,0,False
2019-06-09,0,52,0,0,0,False
2019-06-16,48,0,49,0,98,False
2019-06-23,0,0,51,0,0,False
2019-06-30,0,0,0,0,0,False
2019-07-07,0,0,49,0,50,False
2019-07-14,0,0,0,0,0,False
2019-07-21,0,49,50,0,0,False
2019-07-28,0,0,51,0,0,False
2019-08-04,0,0,0,0,51,False
2019-08-11,0,0,51,0,0,False
2019-08-18,0,48,49,0,0,False
2019-08-25,0,0,70,0,0,False
2019-09-01,47,0,0,0,0,False
2019-09-08,0,49,0,0,48,False
2019-09-15,0,47,46,0,0,False
2019-09-22,0,0,0,0,0,False
2019-09-29,0,46,47,0,0,False
2019-10-06,45,0,45,0,0,False
2019-10-13,0,0,0,0,44,False
2019-10-20,0,0,43,0,0,False
2019-10-27,0,0,0,0,0,False
2019-11-03,43,43,0,0,0,False
2019-11-10,0,42,0,0,0,False
2019-11-17,0,0,43,0,0,False
2019-11-24,0,41,0,0,0,False
2019-12-01,0,0,0,0,0,False
2019-12-08,0,0,0,0,0,False
2019-12-15,0,0,44,0,43,False
2019-12-22,47,0,0,0,0,False
2019-12-29,0,45,45,0,0,False
2020-01-05,0,43,65,0,0,False
2020-01-12,0,0,39,0,0,False
2020-01-19,0,40,59,0,40,False
2020-01-26,0,0,40,0,0,False
2020-02-02,0,41,0,0,0,False
2020-02-09,0,40,0,0,0,False
2020-02-16,0,0,41,0,41,False
2020-02-23,0,0,39,0,0,False
2020-03-01,0,0,38,0,38,False
2020-03-08,0,0,0,0,37,False
2020-03-15,68,0,0,0,0,False
2020-03-22,0,0,0,0,0,False
2020-03-29,32,0,0,0,32,False
2020-04-05,33,0,0,0,0,False
2020-04-12,34,0,0,0,33,False
2020-04-19,0,0,0,0,0,False
2020-04-26,0,32,48,0,0,False
2020-05-03,32,32,32,0,0,False
2020-05-10,0,0,0,0,33,False
2020-05-17,0,0,34,0,34,False
2020-05-24,0,35,35,0,35,False
2020-05-31,0,0,32,0,0,False
2020-06-07,69,0,53,0,0,False
2020-06-14,0,0,0,0,0,True
