date,torta fragole,isPartial
2018-01-07,0,False
2018-01-14,10,False
2018-01-21,5,False
2018-01-28,10,False
2018-02-04,5,False
2018-02-11,16,False
2018-02-18,10,False
2018-02-25,5,False
2018-03-04,15,False
2018-03-11,23,False
2018-03-18,13,False
2018-03-25,43,False
2018-04-01,22,False
2018-04-08,41,False
2018-04-15,33,False
2018-04-22,47,False
2018-04-29,24,False
2018-05-06,52,False
2018-05-13,42,False
2018-05-20,24,False
2018-05-27,29,False
2018-06-03,8,False
2018-06-10,5,False
2018-06-17,8,False
2018-06-24,9,False
2018-07-01,14,False
2018-07-08,9,False
2018-07-15,6,False
2018-07-22,0,False
2018-07-29,6,False
2018-08-05,0,False
2018-08-12,8,False
2018-08-19,0,False
2018-08-26,12,False
2018-09-02,6,False
2018-09-09,6,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,6,False
2018-10-07,6,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,5,False
2018-11-11,5,False
2018-11-18,5,False
2018-11-25,5,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,6,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,8,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,15,False
2019-02-17,12,False
2019-02-24,23,False
2019-03-03,10,False
2019-03-10,28,False
2019-03-17,28,False
2019-03-24,13,False
2019-03-31,42,False
2019-04-07,29,False
2019-04-14,36,False
2019-04-21,28,False
2019-04-28,24,False
2019-05-05,41,False
2019-05-12,48,False
2019-05-19,30,False
2019-05-26,10,False
2019-06-02,22,False
2019-06-09,10,False
2019-06-16,5,False
2019-06-23,5,False
2019-06-30,15,False
2019-07-07,13,False
2019-07-14,5,False
2019-07-21,5,False
2019-07-28,6,False
2019-08-04,6,False
2019-08-11,7,False
2019-08-18,0,False
2019-08-25,5,False
2019-09-01,5,False
2019-09-08,0,False
2019-09-15,5,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,5,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,5,False
2019-11-03,9,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,5,False
2019-12-08,5,False
2019-12-15,5,False
2019-12-22,5,False
2019-12-29,5,False
2020-01-05,0,False
2020-01-12,4,False
2020-01-19,9,False
2020-01-26,4,False
2020-02-02,4,False
2020-02-09,17,False
2020-02-16,13,False
2020-02-23,20,False
2020-03-01,24,False
2020-03-08,17,False
2020-03-15,68,False
2020-03-22,31,False
2020-03-29,59,False
2020-04-05,100,False
2020-04-12,54,False
2020-04-19,78,False
2020-04-26,71,True
