date,torta fragole,isPartial
2018-01-07,7,False
2018-01-14,7,False
2018-01-21,7,False
2018-01-28,7,False
2018-02-04,7,False
2018-02-11,14,False
2018-02-18,10,False
2018-02-25,13,False
2018-03-04,17,False
2018-03-11,28,False
2018-03-18,46,False
2018-03-25,43,False
2018-04-01,22,False
2018-04-08,31,False
2018-04-15,56,False
2018-04-22,41,False
2018-04-29,57,False
2018-05-06,56,False
2018-05-13,42,False
2018-05-20,24,False
2018-05-27,25,False
2018-06-03,7,False
2018-06-10,6,False
2018-06-17,10,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,7,False
2018-07-22,7,False
2018-07-29,7,False
2018-08-05,0,False
2018-08-12,6,False
2018-08-19,12,False
2018-08-26,6,False
2018-09-02,0,False
2018-09-09,14,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,7,False
2018-10-14,7,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,7,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,7,False
2018-12-16,7,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,6,False
2019-01-27,6,False
2019-02-03,6,False
2019-02-10,12,False
2019-02-17,26,False
2019-02-24,13,False
2019-03-03,34,False
2019-03-10,16,False
2019-03-17,43,False
2019-03-24,29,False
2019-03-31,45,False
2019-04-07,70,False
2019-04-14,40,False
2019-04-21,30,False
2019-04-28,63,False
2019-05-05,47,False
2019-05-12,46,False
2019-05-19,19,False
2019-05-26,18,False
2019-06-02,23,False
2019-06-09,7,False
2019-06-16,7,False
2019-06-23,6,False
2019-06-30,6,False
2019-07-07,12,False
2019-07-14,6,False
2019-07-21,0,False
2019-07-28,6,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,6,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,6,False
2019-09-22,0,False
2019-09-29,6,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,6,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,6,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,12,False
2020-01-26,6,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,14,False
2020-02-23,24,False
2020-03-01,26,False
2020-03-08,44,False
2020-03-15,29,False
2020-03-22,47,False
2020-03-29,41,False
2020-04-05,69,False
2020-04-12,68,False
2020-04-19,100,False
2020-04-26,62,True
