date,torta fragole,isPartial
2018-01-07,4,False
2018-01-14,7,False
2018-01-21,7,False
2018-01-28,5,False
2018-02-04,3,False
2018-02-11,3,False
2018-02-18,11,False
2018-02-25,3,False
2018-03-04,12,False
2018-03-11,25,False
2018-03-18,24,False
2018-03-25,29,False
2018-04-01,23,False
2018-04-08,32,False
2018-04-15,28,False
2018-04-22,33,False
2018-04-29,36,False
2018-05-06,58,False
2018-05-13,49,False
2018-05-20,29,False
2018-05-27,25,False
2018-06-03,12,False
2018-06-10,9,False
2018-06-17,9,False
2018-06-24,7,False
2018-07-01,8,False
2018-07-08,3,False
2018-07-15,10,False
2018-07-22,0,False
2018-07-29,3,False
2018-08-05,5,False
2018-08-12,9,False
2018-08-19,4,False
2018-08-26,4,False
2018-09-02,0,False
2018-09-09,3,False
2018-09-16,5,False
2018-09-23,0,False
2018-09-30,9,False
2018-10-07,3,False
2018-10-14,5,False
2018-10-21,0,False
2018-10-28,3,False
2018-11-04,3,False
2018-11-11,6,False
2018-11-18,3,False
2018-11-25,5,False
2018-12-02,4,False
2018-12-09,0,False
2018-12-16,3,False
2018-12-23,4,False
2018-12-30,0,False
2019-01-06,4,False
2019-01-13,7,False
2019-01-20,3,False
2019-01-27,7,False
2019-02-03,7,False
2019-02-10,10,False
2019-02-17,5,False
2019-02-24,12,False
2019-03-03,11,False
2019-03-10,16,False
2019-03-17,9,False
2019-03-24,35,False
2019-03-31,30,False
2019-04-07,16,False
2019-04-14,52,False
2019-04-21,24,False
2019-04-28,33,False
2019-05-05,45,False
2019-05-12,30,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,26,False
2019-06-09,7,False
2019-06-16,16,False
2019-06-23,11,False
2019-06-30,4,False
2019-07-07,5,False
2019-07-14,7,False
2019-07-21,7,False
2019-07-28,12,False
2019-08-04,0,False
2019-08-11,5,False
2019-08-18,9,False
2019-08-25,4,False
2019-09-01,10,False
2019-09-08,3,False
2019-09-15,3,False
2019-09-22,3,False
2019-09-29,3,False
2019-10-06,9,False
2019-10-13,3,False
2019-10-20,7,False
2019-10-27,3,False
2019-11-03,3,False
2019-11-10,3,False
2019-11-17,7,False
2019-11-24,3,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,7,False
2019-12-22,4,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,3,False
2020-01-26,3,False
2020-02-02,9,False
2020-02-09,3,False
2020-02-16,11,False
2020-02-23,12,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,48,False
2020-03-22,44,False
2020-03-29,52,False
2020-04-05,92,False
2020-04-12,64,False
2020-04-19,100,False
2020-04-26,81,True
