date,torta fragole,isPartial
2018-01-07,5,False
2018-01-14,0,False
2018-01-21,10,False
2018-01-28,7,False
2018-02-04,5,False
2018-02-11,5,False
2018-02-18,10,False
2018-02-25,15,False
2018-03-04,20,False
2018-03-11,18,False
2018-03-18,31,False
2018-03-25,13,False
2018-04-01,25,False
2018-04-08,21,False
2018-04-15,22,False
2018-04-22,51,False
2018-04-29,38,False
2018-05-06,42,False
2018-05-13,45,False
2018-05-20,24,False
2018-05-27,13,False
2018-06-03,19,False
2018-06-10,10,False
2018-06-17,16,False
2018-06-24,13,False
2018-07-01,18,False
2018-07-08,5,False
2018-07-15,16,False
2018-07-22,8,False
2018-07-29,16,False
2018-08-05,5,False
2018-08-12,6,False
2018-08-19,5,False
2018-08-26,0,False
2018-09-02,10,False
2018-09-09,0,False
2018-09-16,5,False
2018-09-23,8,False
2018-09-30,5,False
2018-10-07,5,False
2018-10-14,5,False
2018-10-21,5,False
2018-10-28,5,False
2018-11-04,5,False
2018-11-11,0,False
2018-11-18,5,False
2018-11-25,0,False
2018-12-02,11,False
2018-12-09,0,False
2018-12-16,6,False
2018-12-23,13,False
2018-12-30,6,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,10,False
2019-02-17,15,False
2019-02-24,12,False
2019-03-03,18,False
2019-03-10,28,False
2019-03-17,56,False
2019-03-24,28,False
2019-03-31,20,False
2019-04-07,37,False
2019-04-14,36,False
2019-04-21,24,False
2019-04-28,29,False
2019-05-05,38,False
2019-05-12,40,False
2019-05-19,33,False
2019-05-26,42,False
2019-06-02,45,False
2019-06-09,25,False
2019-06-16,20,False
2019-06-23,13,False
2019-06-30,10,False
2019-07-07,18,False
2019-07-14,5,False
2019-07-21,16,False
2019-07-28,8,False
2019-08-04,11,False
2019-08-11,12,False
2019-08-18,0,False
2019-08-25,10,False
2019-09-01,5,False
2019-09-08,5,False
2019-09-15,10,False
2019-09-22,0,False
2019-09-29,5,False
2019-10-06,7,False
2019-10-13,0,False
2019-10-20,5,False
2019-10-27,5,False
2019-11-03,0,False
2019-11-10,9,False
2019-11-17,0,False
2019-11-24,5,False
2019-12-01,5,False
2019-12-08,0,False
2019-12-15,10,False
2019-12-22,11,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,4,False
2020-01-19,9,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,18,False
2020-02-16,4,False
2020-02-23,17,False
2020-03-01,35,False
2020-03-08,32,False
2020-03-15,52,False
2020-03-22,62,False
2020-03-29,62,False
2020-04-05,73,False
2020-04-12,43,False
2020-04-19,100,False
2020-04-26,71,True
