date,Asbestentsorgung,isPartial
2018-01-07,65,False
2018-01-14,84,False
2018-01-21,78,False
2018-01-28,71,False
2018-02-04,100,False
2018-02-11,20,False
2018-02-18,33,False
2018-02-25,59,False
2018-03-04,40,False
2018-03-11,66,False
2018-03-18,60,False
2018-03-25,35,False
2018-04-01,74,False
2018-04-08,89,False
2018-04-15,63,False
2018-04-22,47,False
2018-04-29,69,False
2018-05-06,63,False
2018-05-13,99,False
2018-05-20,78,False
2018-05-27,61,False
2018-06-03,47,False
2018-06-10,77,False
2018-06-17,52,False
2018-06-24,40,False
2018-07-01,73,False
2018-07-08,80,False
2018-07-15,69,False
2018-07-22,62,False
2018-07-29,52,False
2018-08-05,34,False
2018-08-12,56,False
2018-08-19,82,False
2018-08-26,68,False
2018-09-02,61,False
2018-09-09,94,False
2018-09-16,47,False
2018-09-23,27,False
2018-09-30,47,False
2018-10-07,80,False
2018-10-14,60,False
2018-10-21,52,False
2018-10-28,45,False
2018-11-04,51,False
2018-11-11,33,False
2018-11-18,38,False
2018-11-25,68,False
2018-12-02,58,False
2018-12-09,32,False
2018-12-16,60,False
2018-12-23,23,False
2018-12-30,31,False
2019-01-06,19,False
2019-01-13,42,False
2019-01-20,18,False
2019-01-27,42,False
2019-02-03,62,False
2019-02-10,28,False
2019-02-17,31,False
2019-02-24,58,False
2019-03-03,37,False
2019-03-10,62,False
2019-03-17,45,False
2019-03-24,76,False
2019-03-31,64,False
2019-04-07,50,False
2019-04-14,62,False
2019-04-21,74,False
2019-04-28,63,False
2019-05-05,49,False
2019-05-12,51,False
2019-05-19,56,False
2019-05-26,97,False
2019-06-02,69,False
2019-06-09,26,False
2019-06-16,58,False
2019-06-23,71,False
2019-06-30,64,False
2019-07-07,38,False
2019-07-14,65,False
2019-07-21,21,False
2019-07-28,50,False
2019-08-04,47,False
2019-08-11,58,False
2019-08-18,72,False
2019-08-25,64,False
2019-09-01,50,False
2019-09-08,25,False
2019-09-15,57,False
2019-09-22,55,False
2019-09-29,68,False
2019-10-06,49,False
2019-10-13,54,False
2019-10-20,48,False
2019-10-27,30,False
2019-11-03,43,False
2019-11-10,61,False
2019-11-17,29,False
2019-11-24,34,False
2019-12-01,41,False
2019-12-08,35,False
2019-12-15,24,False
2019-12-22,21,False
2019-12-29,25,False
2020-01-05,62,False
2020-01-12,38,False
2020-01-19,50,False
2020-01-26,39,False
2020-02-02,34,False
2020-02-09,60,False
2020-02-16,68,False
2020-02-23,61,False
2020-03-01,38,False
2020-03-08,62,False
2020-03-15,50,False
2020-03-22,40,False
2020-03-29,35,False
2020-04-05,71,False
2020-04-12,58,False
2020-04-19,56,False
2020-04-26,55,False
2020-05-03,56,False
2020-05-10,51,False
