date,PV Anlage,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,30,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,64,False
2018-04-01,33,False
2018-04-08,30,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,29,False
2018-06-24,29,False
2018-07-01,32,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,67,False
2018-07-29,0,False
2018-08-05,51,False
2018-08-12,36,False
2018-08-19,67,False
2018-08-26,32,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,61,False
2018-09-30,58,False
2018-10-07,56,False
2018-10-14,28,False
2018-10-21,57,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,55,False
2018-11-18,39,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,29,False
2019-02-17,58,False
2019-02-24,43,False
2019-03-03,29,False
2019-03-10,28,False
2019-03-17,29,False
2019-03-24,44,False
2019-03-31,59,False
2019-04-07,29,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,84,False
2019-05-19,28,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,47,False
2019-07-07,63,False
2019-07-14,0,False
2019-07-21,34,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,71,False
2019-08-18,66,False
2019-08-25,31,False
2019-09-01,29,False
2019-09-08,30,False
2019-09-15,57,False
2019-09-22,0,False
2019-09-29,27,False
2019-10-06,27,False
2019-10-13,40,False
2019-10-20,53,False
2019-10-27,41,False
2019-11-03,39,False
2019-11-10,52,False
2019-11-17,52,False
2019-11-24,26,False
2019-12-01,26,False
2019-12-08,79,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,68,False
2020-01-05,60,False
2020-01-12,26,False
2020-01-19,63,False
2020-01-26,26,False
2020-02-02,54,False
2020-02-09,40,False
2020-02-16,51,False
2020-02-23,36,False
2020-03-01,24,False
2020-03-08,24,False
2020-03-15,50,False
2020-03-22,26,False
2020-03-29,54,False
2020-04-05,29,False
2020-04-12,56,False
2020-04-19,54,False
2020-04-26,55,False
2020-05-03,27,False
2020-05-10,39,False
2020-05-17,56,False
2020-05-24,26,False
2020-05-31,26,False
2020-06-07,27,False
2020-06-14,25,False
2020-06-21,51,False
2020-06-28,39,False
2020-07-05,27,False
