date,PV Anlage,isPartial
2018-01-07,11,False
2018-01-14,17,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,35,False
2018-02-11,29,False
2018-02-18,28,False
2018-02-25,45,False
2018-03-04,34,False
2018-03-11,39,False
2018-03-18,23,False
2018-03-25,36,False
2018-04-01,38,False
2018-04-08,0,False
2018-04-15,37,False
2018-04-22,36,False
2018-04-29,12,False
2018-05-06,12,False
2018-05-13,41,False
2018-05-20,25,False
2018-05-27,25,False
2018-06-03,12,False
2018-06-10,11,False
2018-06-17,17,False
2018-06-24,17,False
2018-07-01,35,False
2018-07-08,35,False
2018-07-15,43,False
2018-07-22,18,False
2018-07-29,12,False
2018-08-05,36,False
2018-08-12,38,False
2018-08-19,49,False
2018-08-26,47,False
2018-09-02,42,False
2018-09-09,24,False
2018-09-16,36,False
2018-09-23,30,False
2018-09-30,41,False
2018-10-07,42,False
2018-10-14,30,False
2018-10-21,54,False
2018-10-28,30,False
2018-11-04,29,False
2018-11-11,59,False
2018-11-18,28,False
2018-11-25,46,False
2018-12-02,34,False
2018-12-09,11,False
2018-12-16,30,False
2018-12-23,27,False
2018-12-30,35,False
2019-01-06,32,False
2019-01-13,11,False
2019-01-20,16,False
2019-01-27,32,False
2019-02-03,17,False
2019-02-10,33,False
2019-02-17,54,False
2019-02-24,27,False
2019-03-03,32,False
2019-03-10,42,False
2019-03-17,50,False
2019-03-24,28,False
2019-03-31,34,False
2019-04-07,39,False
2019-04-14,31,False
2019-04-21,18,False
2019-04-28,23,False
2019-05-05,43,False
2019-05-12,60,False
2019-05-19,27,False
2019-05-26,66,False
2019-06-02,23,False
2019-06-09,29,False
2019-06-16,34,False
2019-06-23,29,False
2019-06-30,34,False
2019-07-07,56,False
2019-07-14,18,False
2019-07-21,48,False
2019-07-28,35,False
2019-08-04,54,False
2019-08-11,23,False
2019-08-18,34,False
2019-08-25,100,False
2019-09-01,38,False
2019-09-08,56,False
2019-09-15,55,False
2019-09-22,49,False
2019-09-29,42,False
2019-10-06,37,False
2019-10-13,43,False
2019-10-20,42,False
2019-10-27,48,False
2019-11-03,41,False
2019-11-10,46,False
2019-11-17,31,False
2019-11-24,56,False
2019-12-01,47,False
2019-12-08,52,False
2019-12-15,64,False
2019-12-22,41,False
2019-12-29,11,False
2020-01-05,40,False
2020-01-12,38,False
2020-01-19,63,False
2020-01-26,52,False
2020-02-02,72,False
2020-02-09,77,False
2020-02-16,72,False
2020-02-23,41,False
2020-03-01,47,False
2020-03-08,49,False
2020-03-15,18,False
2020-03-22,40,False
2020-03-29,54,False
2020-04-05,35,False
2020-04-12,66,False
2020-04-19,37,False
2020-04-26,42,False
2020-05-03,57,False
2020-05-10,37,False
2020-05-17,91,False
2020-05-24,47,False
2020-05-31,57,False
2020-06-07,57,False
2020-06-14,46,False
2020-06-21,86,False
2020-06-28,62,False
2020-07-05,45,False
