date,publicidad,isPartial
2018-01-07,62,False
2018-01-14,50,False
2018-01-21,72,False
2018-01-28,70,False
2018-02-04,82,False
2018-02-11,74,False
2018-02-18,76,False
2018-02-25,73,False
2018-03-04,75,False
2018-03-11,66,False
2018-03-18,67,False
2018-03-25,67,False
2018-04-01,47,False
2018-04-08,62,False
2018-04-15,48,False
2018-04-22,72,False
2018-04-29,65,False
2018-05-06,89,False
2018-05-13,79,False
2018-05-20,65,False
2018-05-27,56,False
2018-06-03,75,False
2018-06-10,54,False
2018-06-17,69,False
2018-06-24,64,False
2018-07-01,40,False
2018-07-08,45,False
2018-07-15,63,False
2018-07-22,67,False
2018-07-29,50,False
2018-08-05,29,False
2018-08-12,49,False
2018-08-19,31,False
2018-08-26,43,False
2018-09-02,50,False
2018-09-09,51,False
2018-09-16,80,False
2018-09-23,56,False
2018-09-30,66,False
2018-10-07,63,False
2018-10-14,62,False
2018-10-21,74,False
2018-10-28,74,False
2018-11-04,67,False
2018-11-11,67,False
2018-11-18,83,False
2018-11-25,81,False
2018-12-02,57,False
2018-12-09,59,False
2018-12-16,58,False
2018-12-23,84,False
2018-12-30,64,False
2019-01-06,75,False
2019-01-13,73,False
2019-01-20,82,False
2019-01-27,100,False
2019-02-03,56,False
2019-02-10,68,False
2019-02-17,71,False
2019-02-24,72,False
2019-03-03,82,False
2019-03-10,73,False
2019-03-17,56,False
2019-03-24,65,False
2019-03-31,73,False
2019-04-07,63,False
2019-04-14,40,False
2019-04-21,49,False
2019-04-28,59,False
2019-05-05,60,False
2019-05-12,55,False
2019-05-19,79,False
2019-05-26,72,False
2019-06-02,79,False
2019-06-09,55,False
2019-06-16,74,False
2019-06-23,33,False
2019-06-30,51,False
2019-07-07,45,False
2019-07-14,33,False
2019-07-21,46,False
2019-07-28,41,False
2019-08-04,40,False
2019-08-11,35,False
2019-08-18,44,False
2019-08-25,45,False
2019-09-01,47,False
2019-09-08,45,False
2019-09-15,75,False
2019-09-22,84,False
2019-09-29,78,False
2019-10-06,64,False
2019-10-13,68,False
2019-10-20,65,False
2019-10-27,50,False
2019-11-03,83,False
2019-11-10,56,False
2019-11-17,60,False
2019-11-24,70,False
2019-12-01,73,False
2019-12-08,60,False
2019-12-15,56,False
2019-12-22,48,False
2019-12-29,43,False
2020-01-05,53,False
2020-01-12,56,False
2020-01-19,48,False
2020-01-26,66,False
2020-02-02,63,False
2020-02-09,54,False
2020-02-16,63,False
2020-02-23,67,False
2020-03-01,55,False
2020-03-08,54,False
2020-03-15,38,False
2020-03-22,43,False
2020-03-29,60,False
2020-04-05,54,False
2020-04-12,58,True
