date,publicidad,isPartial
2018-01-07,17,False
2018-01-14,18,False
2018-01-21,25,False
2018-01-28,17,False
2018-02-04,33,False
2018-02-11,34,False
2018-02-18,18,False
2018-02-25,26,False
2018-03-04,52,False
2018-03-11,26,False
2018-03-18,25,False
2018-03-25,18,False
2018-04-01,17,False
2018-04-08,49,False
2018-04-15,17,False
2018-04-22,17,False
2018-04-29,17,False
2018-05-06,17,False
2018-05-13,26,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,50,False
2018-06-17,35,False
2018-06-24,18,False
2018-07-01,35,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,18,False
2018-07-29,28,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,54,False
2018-08-26,17,False
2018-09-02,17,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,26,False
2018-10-07,36,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,34,False
2018-11-04,17,False
2018-11-11,17,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,36,False
2018-12-09,26,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,19,False
2019-01-06,25,False
2019-01-13,41,False
2019-01-20,31,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,25,False
2019-02-17,0,False
2019-02-24,35,False
2019-03-03,17,False
2019-03-10,0,False
2019-03-17,49,False
2019-03-24,0,False
2019-03-31,48,False
2019-04-07,100,False
2019-04-14,16,False
2019-04-21,34,False
2019-04-28,17,False
2019-05-05,17,False
2019-05-12,17,False
2019-05-19,25,False
2019-05-26,32,False
2019-06-02,42,False
2019-06-09,18,False
2019-06-16,34,False
2019-06-23,18,False
2019-06-30,34,False
2019-07-07,26,False
2019-07-14,37,False
2019-07-21,17,False
2019-07-28,18,False
2019-08-04,18,False
2019-08-11,18,False
2019-08-18,35,False
2019-08-25,0,False
2019-09-01,17,False
2019-09-08,25,False
2019-09-15,24,False
2019-09-22,0,False
2019-09-29,16,False
2019-10-06,16,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,15,False
2019-11-03,37,False
2019-11-10,45,False
2019-11-17,30,False
2019-11-24,15,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,15,False
2019-12-22,17,False
2019-12-29,24,False
2020-01-05,15,False
2020-01-12,35,False
2020-01-19,21,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,14,False
2020-02-16,29,False
2020-02-23,27,False
2020-03-01,40,False
2020-03-08,26,False
2020-03-15,36,False
2020-03-22,11,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,18,True
