date,depannage volet roulant,isPartial
2018-01-07,51,False
2018-01-14,77,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,26,False
2018-02-11,0,False
2018-02-18,27,False
2018-02-25,52,False
2018-03-04,52,False
2018-03-11,26,False
2018-03-18,39,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,27,False
2018-04-29,67,False
2018-05-06,27,False
2018-05-13,52,False
2018-05-20,41,False
2018-05-27,52,False
2018-06-03,26,False
2018-06-10,50,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,26,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,85,False
2018-07-29,57,False
2018-08-05,43,False
2018-08-12,30,False
2018-08-19,100,False
2018-08-26,41,False
2018-09-02,81,False
2018-09-09,27,False
2018-09-16,26,False
2018-09-23,0,False
2018-09-30,40,False
2018-10-07,52,False
2018-10-14,0,False
2018-10-21,40,False
2018-10-28,40,False
2018-11-04,26,False
2018-11-11,39,False
2018-11-18,25,False
2018-11-25,26,False
2018-12-02,52,False
2018-12-09,79,False
2018-12-16,80,False
2018-12-23,30,False
2018-12-30,57,False
2019-01-06,52,False
2019-01-13,26,False
2019-01-20,0,False
2019-01-27,50,False
2019-02-03,25,False
2019-02-10,26,False
2019-02-17,27,False
2019-02-24,26,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,53,False
2019-03-24,0,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,54,False
2019-04-21,53,False
2019-04-28,78,False
2019-05-05,38,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,26,False
2019-06-02,36,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,64,False
2019-06-30,51,False
2019-07-07,0,False
2019-07-14,39,False
2019-07-21,27,False
2019-07-28,28,False
2019-08-04,83,False
2019-08-11,28,False
2019-08-18,27,False
2019-08-25,51,False
2019-09-01,50,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,24,False
2019-10-27,35,False
2019-11-03,23,False
2019-11-10,59,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,46,False
2019-12-08,34,False
2019-12-15,0,False
2019-12-22,39,False
2019-12-29,38,False
2020-01-05,45,False
2020-01-12,66,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,45,False
2020-02-09,34,False
2020-02-16,45,False
2020-02-23,22,False
2020-03-01,43,False
2020-03-08,0,False
2020-03-15,31,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,20,False
2020-04-12,62,False
2020-04-19,20,False
2020-04-26,29,False
2020-05-03,57,False
2020-05-10,40,False
2020-05-17,43,False
2020-05-24,42,False
2020-05-31,0,False
2020-06-07,40,False
2020-06-14,43,False
