date,trucco,isPartial
2018-01-07,13,False
2018-01-14,17,False
2018-01-21,23,False
2018-01-28,27,False
2018-02-04,37,False
2018-02-11,44,False
2018-02-18,14,False
2018-02-25,16,False
2018-03-04,9,False
2018-03-11,13,False
2018-03-18,11,False
2018-03-25,13,False
2018-04-01,13,False
2018-04-08,8,False
2018-04-15,12,False
2018-04-22,12,False
2018-04-29,9,False
2018-05-06,12,False
2018-05-13,12,False
2018-05-20,7,False
2018-05-27,12,False
2018-06-03,11,False
2018-06-10,11,False
2018-06-17,13,False
2018-06-24,13,False
2018-07-01,13,False
2018-07-08,12,False
2018-07-15,13,False
2018-07-22,10,False
2018-07-29,13,False
2018-08-05,11,False
2018-08-12,9,False
2018-08-19,7,False
2018-08-26,12,False
2018-09-02,15,False
2018-09-09,11,False
2018-09-16,16,False
2018-09-23,13,False
2018-09-30,16,False
2018-10-07,18,False
2018-10-14,22,False
2018-10-21,27,False
2018-10-28,87,False
2018-11-04,12,False
2018-11-11,11,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,15,False
2018-12-09,14,False
2018-12-16,9,False
2018-12-23,20,False
2018-12-30,15,False
2019-01-06,13,False
2019-01-13,20,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,18,False
2019-02-10,18,False
2019-02-17,28,False
2019-02-24,45,False
2019-03-03,35,False
2019-03-10,14,False
2019-03-17,17,False
2019-03-24,15,False
2019-03-31,11,False
2019-04-07,10,False
2019-04-14,16,False
2019-04-21,9,False
2019-04-28,12,False
2019-05-05,9,False
2019-05-12,14,False
2019-05-19,12,False
2019-05-26,12,False
2019-06-02,18,False
2019-06-09,12,False
2019-06-16,12,False
2019-06-23,10,False
2019-06-30,10,False
2019-07-07,7,False
2019-07-14,9,False
2019-07-21,8,False
2019-07-28,11,False
2019-08-04,10,False
2019-08-11,10,False
2019-08-18,14,False
2019-08-25,8,False
2019-09-01,13,False
2019-09-08,13,False
2019-09-15,10,False
2019-09-22,11,False
2019-09-29,16,False
2019-10-06,12,False
2019-10-13,19,False
2019-10-20,26,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,11,False
2019-11-17,12,False
2019-11-24,15,False
2019-12-01,12,False
2019-12-08,11,False
2019-12-15,11,False
2019-12-22,11,False
2019-12-29,17,False
2020-01-05,11,False
2020-01-12,14,False
2020-01-19,16,False
2020-01-26,13,False
2020-02-02,19,False
2020-02-09,28,False
2020-02-16,35,False
2020-02-23,19,False
2020-03-01,12,False
2020-03-08,10,False
2020-03-15,10,False
2020-03-22,13,False
2020-03-29,15,False
2020-04-05,12,False
2020-04-12,12,False
2020-04-19,13,False
2020-04-26,16,True
