date,trucco,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,19,False
2018-01-28,47,False
2018-02-04,54,False
2018-02-11,37,False
2018-02-18,17,False
2018-02-25,33,False
2018-03-04,18,False
2018-03-11,0,False
2018-03-18,18,False
2018-03-25,29,False
2018-04-01,61,False
2018-04-08,29,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,58,False
2018-05-13,58,False
2018-05-20,18,False
2018-05-27,40,False
2018-06-03,39,False
2018-06-10,47,False
2018-06-17,19,False
2018-06-24,39,False
2018-07-01,39,False
2018-07-08,28,False
2018-07-15,19,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,17,False
2018-08-12,14,False
2018-08-19,31,False
2018-08-26,43,False
2018-09-02,36,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,29,False
2018-09-30,0,False
2018-10-07,20,False
2018-10-14,51,False
2018-10-21,39,False
2018-10-28,65,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,0,False
2018-11-25,75,False
2018-12-02,39,False
2018-12-09,19,False
2018-12-16,20,False
2018-12-23,21,False
2018-12-30,37,False
2019-01-06,18,False
2019-01-13,27,False
2019-01-20,35,False
2019-01-27,26,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,35,False
2019-02-24,73,False
2019-03-03,59,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,19,False
2019-03-31,19,False
2019-04-07,18,False
2019-04-14,20,False
2019-04-21,80,False
2019-04-28,37,False
2019-05-05,37,False
2019-05-12,0,False
2019-05-19,18,False
2019-05-26,17,False
2019-06-02,19,False
2019-06-09,20,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,37,False
2019-07-14,19,False
2019-07-21,29,False
2019-07-28,28,False
2019-08-04,27,False
2019-08-11,17,False
2019-08-18,16,False
2019-08-25,24,False
2019-09-01,17,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,17,False
2019-10-06,18,False
2019-10-13,27,False
2019-10-20,35,False
2019-10-27,69,False
2019-11-03,0,False
2019-11-10,17,False
2019-11-17,25,False
2019-11-24,25,False
2019-12-01,17,False
2019-12-08,18,False
2019-12-15,35,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,100,False
2020-01-12,24,False
2020-01-19,48,False
2020-01-26,31,False
2020-02-02,15,False
2020-02-09,32,False
2020-02-16,96,False
2020-02-23,53,False
2020-03-01,15,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,37,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,13,False
2020-04-26,23,True
