date,trucco,isPartial
2018-01-07,18,False
2018-01-14,36,False
2018-01-21,43,False
2018-01-28,30,False
2018-02-04,69,False
2018-02-11,90,False
2018-02-18,18,False
2018-02-25,28,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,18,False
2018-03-25,32,False
2018-04-01,17,False
2018-04-08,13,False
2018-04-15,21,False
2018-04-22,20,False
2018-04-29,28,False
2018-05-06,29,False
2018-05-13,26,False
2018-05-20,20,False
2018-05-27,21,False
2018-06-03,31,False
2018-06-10,32,False
2018-06-17,19,False
2018-06-24,28,False
2018-07-01,29,False
2018-07-08,24,False
2018-07-15,19,False
2018-07-22,19,False
2018-07-29,26,False
2018-08-05,20,False
2018-08-12,17,False
2018-08-19,19,False
2018-08-26,25,False
2018-09-02,31,False
2018-09-09,28,False
2018-09-16,22,False
2018-09-23,20,False
2018-09-30,19,False
2018-10-07,38,False
2018-10-14,22,False
2018-10-21,39,False
2018-10-28,100,False
2018-11-04,22,False
2018-11-11,22,False
2018-11-18,26,False
2018-11-25,9,False
2018-12-02,16,False
2018-12-09,21,False
2018-12-16,14,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,8,False
2019-01-20,26,False
2019-01-27,21,False
2019-02-03,24,False
2019-02-10,26,False
2019-02-17,24,False
2019-02-24,76,False
2019-03-03,99,False
2019-03-10,17,False
2019-03-17,26,False
2019-03-24,20,False
2019-03-31,16,False
2019-04-07,21,False
2019-04-14,27,False
2019-04-21,24,False
2019-04-28,26,False
2019-05-05,23,False
2019-05-12,26,False
2019-05-19,25,False
2019-05-26,14,False
2019-06-02,22,False
2019-06-09,18,False
2019-06-16,23,False
2019-06-23,21,False
2019-06-30,26,False
2019-07-07,18,False
2019-07-14,22,False
2019-07-21,17,False
2019-07-28,24,False
2019-08-04,15,False
2019-08-11,16,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,24,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,35,False
2019-09-29,22,False
2019-10-06,15,False
2019-10-13,24,False
2019-10-20,22,False
2019-10-27,73,False
2019-11-03,22,False
2019-11-10,22,False
2019-11-17,8,False
2019-11-24,9,False
2019-12-01,21,False
2019-12-08,12,False
2019-12-15,22,False
2019-12-22,17,False
2019-12-29,26,False
2020-01-05,27,False
2020-01-12,21,False
2020-01-19,24,False
2020-01-26,22,False
2020-02-02,19,False
2020-02-09,27,False
2020-02-16,77,False
2020-02-23,49,False
2020-03-01,13,False
2020-03-08,9,False
2020-03-15,14,False
2020-03-22,11,False
2020-03-29,15,False
2020-04-05,15,False
2020-04-12,21,False
2020-04-19,16,False
2020-04-26,12,True
