date,trucco,isPartial
2018-01-07,16,False
2018-01-14,17,False
2018-01-21,22,False
2018-01-28,35,False
2018-02-04,98,False
2018-02-11,69,False
2018-02-18,12,False
2018-02-25,13,False
2018-03-04,14,False
2018-03-11,14,False
2018-03-18,12,False
2018-03-25,13,False
2018-04-01,13,False
2018-04-08,18,False
2018-04-15,16,False
2018-04-22,17,False
2018-04-29,12,False
2018-05-06,21,False
2018-05-13,18,False
2018-05-20,18,False
2018-05-27,17,False
2018-06-03,18,False
2018-06-10,17,False
2018-06-17,20,False
2018-06-24,22,False
2018-07-01,19,False
2018-07-08,19,False
2018-07-15,12,False
2018-07-22,17,False
2018-07-29,12,False
2018-08-05,14,False
2018-08-12,12,False
2018-08-19,15,False
2018-08-26,18,False
2018-09-02,21,False
2018-09-09,13,False
2018-09-16,14,False
2018-09-23,18,False
2018-09-30,14,False
2018-10-07,12,False
2018-10-14,21,False
2018-10-21,23,False
2018-10-28,49,False
2018-11-04,13,False
2018-11-11,12,False
2018-11-18,14,False
2018-11-25,13,False
2018-12-02,17,False
2018-12-09,14,False
2018-12-16,16,False
2018-12-23,15,False
2018-12-30,18,False
2019-01-06,15,False
2019-01-13,13,False
2019-01-20,15,False
2019-01-27,18,False
2019-02-03,17,False
2019-02-10,17,False
2019-02-17,27,False
2019-02-24,100,False
2019-03-03,71,False
2019-03-10,13,False
2019-03-17,12,False
2019-03-24,12,False
2019-03-31,14,False
2019-04-07,15,False
2019-04-14,12,False
2019-04-21,14,False
2019-04-28,15,False
2019-05-05,18,False
2019-05-12,14,False
2019-05-19,17,False
2019-05-26,17,False
2019-06-02,17,False
2019-06-09,14,False
2019-06-16,19,False
2019-06-23,17,False
2019-06-30,15,False
2019-07-07,15,False
2019-07-14,15,False
2019-07-21,15,False
2019-07-28,13,False
2019-08-04,15,False
2019-08-11,12,False
2019-08-18,14,False
2019-08-25,11,False
2019-09-01,14,False
2019-09-08,13,False
2019-09-15,13,False
2019-09-22,13,False
2019-09-29,10,False
2019-10-06,12,False
2019-10-13,18,False
2019-10-20,16,False
2019-10-27,59,False
2019-11-03,14,False
2019-11-10,10,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,14,False
2019-12-08,15,False
2019-12-15,14,False
2019-12-22,17,False
2019-12-29,24,False
2020-01-05,13,False
2020-01-12,12,False
2020-01-19,14,False
2020-01-26,15,False
2020-02-02,18,False
2020-02-09,26,False
2020-02-16,92,False
2020-02-23,55,False
2020-03-01,12,False
2020-03-08,9,False
2020-03-15,9,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,12,False
2020-04-12,14,False
2020-04-19,9,False
2020-04-26,15,True
