date,trucco,isPartial
2018-01-07,11,False
2018-01-14,16,False
2018-01-21,21,False
2018-01-28,30,False
2018-02-04,90,False
2018-02-11,99,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,13,False
2018-03-11,8,False
2018-03-18,12,False
2018-03-25,12,False
2018-04-01,12,False
2018-04-08,13,False
2018-04-15,11,False
2018-04-22,14,False
2018-04-29,15,False
2018-05-06,9,False
2018-05-13,15,False
2018-05-20,21,False
2018-05-27,15,False
2018-06-03,8,False
2018-06-10,15,False
2018-06-17,12,False
2018-06-24,10,False
2018-07-01,8,False
2018-07-08,10,False
2018-07-15,8,False
2018-07-22,11,False
2018-07-29,10,False
2018-08-05,8,False
2018-08-12,8,False
2018-08-19,10,False
2018-08-26,12,False
2018-09-02,17,False
2018-09-09,17,False
2018-09-16,15,False
2018-09-23,13,False
2018-09-30,12,False
2018-10-07,17,False
2018-10-14,13,False
2018-10-21,22,False
2018-10-28,70,False
2018-11-04,13,False
2018-11-11,11,False
2018-11-18,7,False
2018-11-25,3,False
2018-12-02,15,False
2018-12-09,10,False
2018-12-16,8,False
2018-12-23,14,False
2018-12-30,13,False
2019-01-06,15,False
2019-01-13,4,False
2019-01-20,16,False
2019-01-27,16,False
2019-02-03,15,False
2019-02-10,24,False
2019-02-17,35,False
2019-02-24,90,False
2019-03-03,74,False
2019-03-10,12,False
2019-03-17,8,False
2019-03-24,17,False
2019-03-31,16,False
2019-04-07,10,False
2019-04-14,6,False
2019-04-21,17,False
2019-04-28,12,False
2019-05-05,13,False
2019-05-12,8,False
2019-05-19,13,False
2019-05-26,17,False
2019-06-02,9,False
2019-06-09,12,False
2019-06-16,7,False
2019-06-23,13,False
2019-06-30,8,False
2019-07-07,7,False
2019-07-14,12,False
2019-07-21,10,False
2019-07-28,11,False
2019-08-04,6,False
2019-08-11,12,False
2019-08-18,5,False
2019-08-25,9,False
2019-09-01,15,False
2019-09-08,12,False
2019-09-15,9,False
2019-09-22,8,False
2019-09-29,7,False
2019-10-06,11,False
2019-10-13,20,False
2019-10-20,18,False
2019-10-27,77,False
2019-11-03,10,False
2019-11-10,14,False
2019-11-17,8,False
2019-11-24,11,False
2019-12-01,12,False
2019-12-08,9,False
2019-12-15,12,False
2019-12-22,10,False
2019-12-29,11,False
2020-01-05,12,False
2020-01-12,15,False
2020-01-19,18,False
2020-01-26,15,False
2020-02-02,17,False
2020-02-09,28,False
2020-02-16,100,False
2020-02-23,67,False
2020-03-01,12,False
2020-03-08,5,False
2020-03-15,10,False
2020-03-22,7,False
2020-03-29,6,False
2020-04-05,13,False
2020-04-12,12,False
2020-04-19,11,False
2020-04-26,15,True
