date,trucco,isPartial
2018-01-07,10,False
2018-01-14,16,False
2018-01-21,20,False
2018-01-28,24,False
2018-02-04,42,False
2018-02-11,34,False
2018-02-18,18,False
2018-02-25,19,False
2018-03-04,17,False
2018-03-11,18,False
2018-03-18,19,False
2018-03-25,15,False
2018-04-01,14,False
2018-04-08,14,False
2018-04-15,16,False
2018-04-22,15,False
2018-04-29,16,False
2018-05-06,14,False
2018-05-13,17,False
2018-05-20,16,False
2018-05-27,11,False
2018-06-03,17,False
2018-06-10,15,False
2018-06-17,16,False
2018-06-24,16,False
2018-07-01,13,False
2018-07-08,12,False
2018-07-15,16,False
2018-07-22,10,False
2018-07-29,8,False
2018-08-05,13,False
2018-08-12,12,False
2018-08-19,11,False
2018-08-26,17,False
2018-09-02,15,False
2018-09-09,17,False
2018-09-16,18,False
2018-09-23,14,False
2018-09-30,21,False
2018-10-07,17,False
2018-10-14,24,False
2018-10-21,28,False
2018-10-28,88,False
2018-11-04,14,False
2018-11-11,11,False
2018-11-18,17,False
2018-11-25,13,False
2018-12-02,15,False
2018-12-09,14,False
2018-12-16,13,False
2018-12-23,17,False
2018-12-30,20,False
2019-01-06,17,False
2019-01-13,13,False
2019-01-20,17,False
2019-01-27,12,False
2019-02-03,19,False
2019-02-10,17,False
2019-02-17,24,False
2019-02-24,37,False
2019-03-03,28,False
2019-03-10,16,False
2019-03-17,18,False
2019-03-24,17,False
2019-03-31,13,False
2019-04-07,13,False
2019-04-14,11,False
2019-04-21,12,False
2019-04-28,9,False
2019-05-05,14,False
2019-05-12,18,False
2019-05-19,14,False
2019-05-26,16,False
2019-06-02,14,False
2019-06-09,18,False
2019-06-16,12,False
2019-06-23,9,False
2019-06-30,10,False
2019-07-07,13,False
2019-07-14,10,False
2019-07-21,13,False
2019-07-28,13,False
2019-08-04,8,False
2019-08-11,10,False
2019-08-18,8,False
2019-08-25,10,False
2019-09-01,16,False
2019-09-08,9,False
2019-09-15,12,False
2019-09-22,13,False
2019-09-29,18,False
2019-10-06,16,False
2019-10-13,22,False
2019-10-20,27,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,12,False
2019-12-01,14,False
2019-12-08,16,False
2019-12-15,22,False
2019-12-22,19,False
2019-12-29,21,False
2020-01-05,16,False
2020-01-12,13,False
2020-01-19,16,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,20,False
2020-03-01,12,False
2020-03-08,10,False
2020-03-15,11,False
2020-03-22,12,False
2020-03-29,15,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,15,False
2020-04-26,12,True
