date,trucco,isPartial
2018-01-07,8,False
2018-01-14,18,False
2018-01-21,30,False
2018-01-28,29,False
2018-02-04,76,False
2018-02-11,50,False
2018-02-18,19,False
2018-02-25,6,False
2018-03-04,15,False
2018-03-11,8,False
2018-03-18,10,False
2018-03-25,6,False
2018-04-01,17,False
2018-04-08,16,False
2018-04-15,10,False
2018-04-22,14,False
2018-04-29,12,False
2018-05-06,17,False
2018-05-13,17,False
2018-05-20,10,False
2018-05-27,16,False
2018-06-03,19,False
2018-06-10,15,False
2018-06-17,18,False
2018-06-24,12,False
2018-07-01,24,False
2018-07-08,13,False
2018-07-15,15,False
2018-07-22,8,False
2018-07-29,10,False
2018-08-05,14,False
2018-08-12,6,False
2018-08-19,12,False
2018-08-26,28,False
2018-09-02,17,False
2018-09-09,20,False
2018-09-16,6,False
2018-09-23,16,False
2018-09-30,19,False
2018-10-07,10,False
2018-10-14,26,False
2018-10-21,34,False
2018-10-28,100,False
2018-11-04,23,False
2018-11-11,22,False
2018-11-18,15,False
2018-11-25,8,False
2018-12-02,16,False
2018-12-09,12,False
2018-12-16,7,False
2018-12-23,15,False
2018-12-30,14,False
2019-01-06,13,False
2019-01-13,21,False
2019-01-20,12,False
2019-01-27,21,False
2019-02-03,25,False
2019-02-10,19,False
2019-02-17,33,False
2019-02-24,64,False
2019-03-03,42,False
2019-03-10,15,False
2019-03-17,17,False
2019-03-24,23,False
2019-03-31,14,False
2019-04-07,7,False
2019-04-14,9,False
2019-04-21,22,False
2019-04-28,12,False
2019-05-05,16,False
2019-05-12,12,False
2019-05-19,16,False
2019-05-26,22,False
2019-06-02,17,False
2019-06-09,9,False
2019-06-16,16,False
2019-06-23,9,False
2019-06-30,21,False
2019-07-07,13,False
2019-07-14,9,False
2019-07-21,7,False
2019-07-28,15,False
2019-08-04,8,False
2019-08-11,12,False
2019-08-18,7,False
2019-08-25,16,False
2019-09-01,5,False
2019-09-08,13,False
2019-09-15,21,False
2019-09-22,8,False
2019-09-29,5,False
2019-10-06,20,False
2019-10-13,16,False
2019-10-20,33,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,17,False
2019-11-17,8,False
2019-11-24,14,False
2019-12-01,11,False
2019-12-08,11,False
2019-12-15,10,False
2019-12-22,15,False
2019-12-29,32,False
2020-01-05,14,False
2020-01-12,12,False
2020-01-19,22,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,32,False
2020-02-16,66,False
2020-02-23,33,False
2020-03-01,11,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,14,False
2020-03-29,19,False
2020-04-05,21,False
2020-04-12,17,False
2020-04-19,12,False
2020-04-26,11,True
