date,trucco,isPartial
2018-01-07,16,False
2018-01-14,20,False
2018-01-21,23,False
2018-01-28,25,False
2018-02-04,40,False
2018-02-11,46,False
2018-02-18,19,False
2018-02-25,12,False
2018-03-04,18,False
2018-03-11,15,False
2018-03-18,14,False
2018-03-25,17,False
2018-04-01,14,False
2018-04-08,15,False
2018-04-15,10,False
2018-04-22,15,False
2018-04-29,12,False
2018-05-06,17,False
2018-05-13,14,False
2018-05-20,14,False
2018-05-27,11,False
2018-06-03,17,False
2018-06-10,14,False
2018-06-17,10,False
2018-06-24,18,False
2018-07-01,7,False
2018-07-08,16,False
2018-07-15,14,False
2018-07-22,15,False
2018-07-29,14,False
2018-08-05,16,False
2018-08-12,12,False
2018-08-19,10,False
2018-08-26,20,False
2018-09-02,18,False
2018-09-09,17,False
2018-09-16,13,False
2018-09-23,17,False
2018-09-30,16,False
2018-10-07,18,False
2018-10-14,19,False
2018-10-21,37,False
2018-10-28,100,False
2018-11-04,18,False
2018-11-11,15,False
2018-11-18,16,False
2018-11-25,11,False
2018-12-02,13,False
2018-12-09,14,False
2018-12-16,14,False
2018-12-23,15,False
2018-12-30,27,False
2019-01-06,15,False
2019-01-13,13,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,20,False
2019-02-10,18,False
2019-02-17,22,False
2019-02-24,48,False
2019-03-03,34,False
2019-03-10,11,False
2019-03-17,21,False
2019-03-24,10,False
2019-03-31,13,False
2019-04-07,12,False
2019-04-14,18,False
2019-04-21,11,False
2019-04-28,16,False
2019-05-05,10,False
2019-05-12,17,False
2019-05-19,15,False
2019-05-26,14,False
2019-06-02,12,False
2019-06-09,17,False
2019-06-16,11,False
2019-06-23,15,False
2019-06-30,10,False
2019-07-07,13,False
2019-07-14,10,False
2019-07-21,14,False
2019-07-28,12,False
2019-08-04,13,False
2019-08-11,12,False
2019-08-18,12,False
2019-08-25,11,False
2019-09-01,14,False
2019-09-08,12,False
2019-09-15,13,False
2019-09-22,11,False
2019-09-29,17,False
2019-10-06,18,False
2019-10-13,20,False
2019-10-20,27,False
2019-10-27,98,False
2019-11-03,15,False
2019-11-10,12,False
2019-11-17,13,False
2019-11-24,10,False
2019-12-01,11,False
2019-12-08,10,False
2019-12-15,14,False
2019-12-22,14,False
2019-12-29,16,False
2020-01-05,12,False
2020-01-12,10,False
2020-01-19,18,False
2020-01-26,12,False
2020-02-02,17,False
2020-02-09,25,False
2020-02-16,36,False
2020-02-23,18,False
2020-03-01,9,False
2020-03-08,9,False
2020-03-15,10,False
2020-03-22,11,False
2020-03-29,14,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,16,False
2020-04-26,16,True
