date,trucco,isPartial
2018-01-07,25,False
2018-01-14,19,False
2018-01-21,37,False
2018-01-28,44,False
2018-02-04,37,False
2018-02-11,43,False
2018-02-18,18,False
2018-02-25,23,False
2018-03-04,30,False
2018-03-11,12,False
2018-03-18,19,False
2018-03-25,19,False
2018-04-01,14,False
2018-04-08,21,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,7,False
2018-05-13,7,False
2018-05-20,0,False
2018-05-27,13,False
2018-06-03,0,False
2018-06-10,7,False
2018-06-17,7,False
2018-06-24,13,False
2018-07-01,6,False
2018-07-08,24,False
2018-07-15,18,False
2018-07-22,12,False
2018-07-29,11,False
2018-08-05,11,False
2018-08-12,11,False
2018-08-19,16,False
2018-08-26,28,False
2018-09-02,12,False
2018-09-09,6,False
2018-09-16,19,False
2018-09-23,58,False
2018-09-30,19,False
2018-10-07,27,False
2018-10-14,14,False
2018-10-21,33,False
2018-10-28,100,False
2018-11-04,7,False
2018-11-11,14,False
2018-11-18,21,False
2018-11-25,28,False
2018-12-02,27,False
2018-12-09,20,False
2018-12-16,13,False
2018-12-23,13,False
2018-12-30,42,False
2019-01-06,6,False
2019-01-13,18,False
2019-01-20,6,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,12,False
2019-02-17,24,False
2019-02-24,83,False
2019-03-03,72,False
2019-03-10,6,False
2019-03-17,13,False
2019-03-24,7,False
2019-03-31,13,False
2019-04-07,40,False
2019-04-14,26,False
2019-04-21,27,False
2019-04-28,7,False
2019-05-05,26,False
2019-05-12,13,False
2019-05-19,25,False
2019-05-26,12,False
2019-06-02,26,False
2019-06-09,37,False
2019-06-16,6,False
2019-06-23,6,False
2019-06-30,6,False
2019-07-07,17,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,10,False
2019-08-04,19,False
2019-08-11,9,False
2019-08-18,17,False
2019-08-25,19,False
2019-09-01,5,False
2019-09-08,11,False
2019-09-15,28,False
2019-09-22,6,False
2019-09-29,6,False
2019-10-06,29,False
2019-10-13,12,False
2019-10-20,24,False
2019-10-27,99,False
2019-11-03,17,False
2019-11-10,12,False
2019-11-17,29,False
2019-11-24,12,False
2019-12-01,12,False
2019-12-08,6,False
2019-12-15,23,False
2019-12-22,17,False
2019-12-29,19,False
2020-01-05,14,False
2020-01-12,15,False
2020-01-19,26,False
2020-01-26,5,False
2020-02-02,30,False
2020-02-09,10,False
2020-02-16,81,False
2020-02-23,56,False
2020-03-01,19,False
2020-03-08,10,False
2020-03-15,45,False
2020-03-22,19,False
2020-03-29,10,False
2020-04-05,15,False
2020-04-12,10,False
2020-04-19,15,False
2020-04-26,9,True
