date,trucco,isPartial
2018-01-07,16,False
2018-01-14,27,False
2018-01-21,39,False
2018-01-28,44,False
2018-02-04,100,False
2018-02-11,61,False
2018-02-18,12,False
2018-02-25,16,False
2018-03-04,19,False
2018-03-11,24,False
2018-03-18,17,False
2018-03-25,8,False
2018-04-01,10,False
2018-04-08,11,False
2018-04-15,17,False
2018-04-22,24,False
2018-04-29,22,False
2018-05-06,18,False
2018-05-13,19,False
2018-05-20,21,False
2018-05-27,10,False
2018-06-03,26,False
2018-06-10,17,False
2018-06-17,21,False
2018-06-24,13,False
2018-07-01,13,False
2018-07-08,19,False
2018-07-15,26,False
2018-07-22,14,False
2018-07-29,23,False
2018-08-05,19,False
2018-08-12,14,False
2018-08-19,21,False
2018-08-26,16,False
2018-09-02,17,False
2018-09-09,21,False
2018-09-16,19,False
2018-09-23,16,False
2018-09-30,21,False
2018-10-07,25,False
2018-10-14,27,False
2018-10-21,40,False
2018-10-28,93,False
2018-11-04,16,False
2018-11-11,15,False
2018-11-18,28,False
2018-11-25,18,False
2018-12-02,8,False
2018-12-09,22,False
2018-12-16,13,False
2018-12-23,16,False
2018-12-30,28,False
2019-01-06,17,False
2019-01-13,15,False
2019-01-20,12,False
2019-01-27,14,False
2019-02-03,19,False
2019-02-10,40,False
2019-02-17,33,False
2019-02-24,96,False
2019-03-03,63,False
2019-03-10,10,False
2019-03-17,9,False
2019-03-24,21,False
2019-03-31,12,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,23,False
2019-04-28,18,False
2019-05-05,10,False
2019-05-12,25,False
2019-05-19,20,False
2019-05-26,19,False
2019-06-02,15,False
2019-06-09,9,False
2019-06-16,17,False
2019-06-23,19,False
2019-06-30,9,False
2019-07-07,18,False
2019-07-14,27,False
2019-07-21,9,False
2019-07-28,28,False
2019-08-04,12,False
2019-08-11,12,False
2019-08-18,17,False
2019-08-25,15,False
2019-09-01,19,False
2019-09-08,19,False
2019-09-15,14,False
2019-09-22,14,False
2019-09-29,14,False
2019-10-06,21,False
2019-10-13,31,False
2019-10-20,29,False
2019-10-27,97,False
2019-11-03,19,False
2019-11-10,10,False
2019-11-17,18,False
2019-11-24,9,False
2019-12-01,19,False
2019-12-08,21,False
2019-12-15,20,False
2019-12-22,16,False
2019-12-29,33,False
2020-01-05,12,False
2020-01-12,18,False
2020-01-19,10,False
2020-01-26,14,False
2020-02-02,18,False
2020-02-09,28,False
2020-02-16,75,False
2020-02-23,32,False
2020-03-01,14,False
2020-03-08,10,False
2020-03-15,15,False
2020-03-22,13,False
2020-03-29,9,False
2020-04-05,10,False
2020-04-12,9,False
2020-04-19,13,False
2020-04-26,13,True
