date,trucco,isPartial
2018-01-07,14,False
2018-01-14,16,False
2018-01-21,16,False
2018-01-28,24,False
2018-02-04,41,False
2018-02-11,57,False
2018-02-18,16,False
2018-02-25,17,False
2018-03-04,14,False
2018-03-11,15,False
2018-03-18,16,False
2018-03-25,15,False
2018-04-01,14,False
2018-04-08,16,False
2018-04-15,14,False
2018-04-22,12,False
2018-04-29,16,False
2018-05-06,14,False
2018-05-13,16,False
2018-05-20,15,False
2018-05-27,13,False
2018-06-03,15,False
2018-06-10,15,False
2018-06-17,14,False
2018-06-24,12,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,11,False
2018-07-22,11,False
2018-07-29,10,False
2018-08-05,13,False
2018-08-12,10,False
2018-08-19,11,False
2018-08-26,14,False
2018-09-02,15,False
2018-09-09,14,False
2018-09-16,16,False
2018-09-23,15,False
2018-09-30,13,False
2018-10-07,17,False
2018-10-14,20,False
2018-10-21,30,False
2018-10-28,92,False
2018-11-04,15,False
2018-11-11,13,False
2018-11-18,15,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,15,False
2018-12-16,13,False
2018-12-23,14,False
2018-12-30,18,False
2019-01-06,12,False
2019-01-13,14,False
2019-01-20,13,False
2019-01-27,12,False
2019-02-03,19,False
2019-02-10,17,False
2019-02-17,20,False
2019-02-24,37,False
2019-03-03,50,False
2019-03-10,13,False
2019-03-17,12,False
2019-03-24,12,False
2019-03-31,13,False
2019-04-07,11,False
2019-04-14,12,False
2019-04-21,18,False
2019-04-28,13,False
2019-05-05,14,False
2019-05-12,13,False
2019-05-19,15,False
2019-05-26,15,False
2019-06-02,11,False
2019-06-09,12,False
2019-06-16,10,False
2019-06-23,13,False
2019-06-30,12,False
2019-07-07,10,False
2019-07-14,11,False
2019-07-21,11,False
2019-07-28,11,False
2019-08-04,12,False
2019-08-11,10,False
2019-08-18,11,False
2019-08-25,11,False
2019-09-01,13,False
2019-09-08,13,False
2019-09-15,13,False
2019-09-22,13,False
2019-09-29,13,False
2019-10-06,13,False
2019-10-13,18,False
2019-10-20,23,False
2019-10-27,100,False
2019-11-03,13,False
2019-11-10,14,False
2019-11-17,13,False
2019-11-24,11,False
2019-12-01,12,False
2019-12-08,14,False
2019-12-15,11,False
2019-12-22,17,False
2019-12-29,16,False
2020-01-05,14,False
2020-01-12,14,False
2020-01-19,13,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,19,False
2020-02-16,35,False
2020-02-23,23,False
2020-03-01,13,False
2020-03-08,10,False
2020-03-15,10,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,13,True
