date,trucco,isPartial
2018-01-07,12,False
2018-01-14,10,False
2018-01-21,28,False
2018-01-28,25,False
2018-02-04,38,False
2018-02-11,34,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,9,False
2018-03-11,21,False
2018-03-18,17,False
2018-03-25,17,False
2018-04-01,15,False
2018-04-08,16,False
2018-04-15,14,False
2018-04-22,17,False
2018-04-29,15,False
2018-05-06,20,False
2018-05-13,19,False
2018-05-20,17,False
2018-05-27,12,False
2018-06-03,15,False
2018-06-10,13,False
2018-06-17,14,False
2018-06-24,19,False
2018-07-01,14,False
2018-07-08,13,False
2018-07-15,16,False
2018-07-22,12,False
2018-07-29,11,False
2018-08-05,13,False
2018-08-12,5,False
2018-08-19,7,False
2018-08-26,11,False
2018-09-02,20,False
2018-09-09,18,False
2018-09-16,14,False
2018-09-23,14,False
2018-09-30,23,False
2018-10-07,20,False
2018-10-14,25,False
2018-10-21,32,False
2018-10-28,51,False
2018-11-04,17,False
2018-11-11,29,False
2018-11-18,18,False
2018-11-25,12,False
2018-12-02,11,False
2018-12-09,17,False
2018-12-16,23,False
2018-12-23,21,False
2018-12-30,21,False
2019-01-06,20,False
2019-01-13,8,False
2019-01-20,16,False
2019-01-27,20,False
2019-02-03,11,False
2019-02-10,13,False
2019-02-17,14,False
2019-02-24,32,False
2019-03-03,27,False
2019-03-10,28,False
2019-03-17,17,False
2019-03-24,14,False
2019-03-31,16,False
2019-04-07,8,False
2019-04-14,15,False
2019-04-21,25,False
2019-04-28,8,False
2019-05-05,12,False
2019-05-12,9,False
2019-05-19,11,False
2019-05-26,9,False
2019-06-02,15,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,7,False
2019-06-30,11,False
2019-07-07,12,False
2019-07-14,11,False
2019-07-21,7,False
2019-07-28,10,False
2019-08-04,18,False
2019-08-11,16,False
2019-08-18,14,False
2019-08-25,17,False
2019-09-01,11,False
2019-09-08,15,False
2019-09-15,9,False
2019-09-22,6,False
2019-09-29,18,False
2019-10-06,15,False
2019-10-13,13,False
2019-10-20,25,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,18,False
2019-11-17,17,False
2019-11-24,13,False
2019-12-01,10,False
2019-12-08,11,False
2019-12-15,15,False
2019-12-22,18,False
2019-12-29,17,False
2020-01-05,14,False
2020-01-12,11,False
2020-01-19,19,False
2020-01-26,24,False
2020-02-02,14,False
2020-02-09,24,False
2020-02-16,26,False
2020-02-23,22,False
2020-03-01,12,False
2020-03-08,8,False
2020-03-15,10,False
2020-03-22,8,False
2020-03-29,13,False
2020-04-05,16,False
2020-04-12,22,False
2020-04-19,9,False
2020-04-26,17,True
