date,Lehmputz,isPartial
2018-01-07,0,False
2018-01-14,92,False
2018-01-21,51,False
2018-01-28,41,False
2018-02-04,63,False
2018-02-11,0,False
2018-02-18,64,False
2018-02-25,0,False
2018-03-04,32,False
2018-03-11,96,False
2018-03-18,0,False
2018-03-25,69,False
2018-04-01,82,False
2018-04-08,50,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,44,False
2018-05-06,33,False
2018-05-13,63,False
2018-05-20,34,False
2018-05-27,34,False
2018-06-03,32,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,61,False
2018-07-15,61,False
2018-07-22,31,False
2018-07-29,32,False
2018-08-05,33,False
2018-08-12,35,False
2018-08-19,69,False
2018-08-26,34,False
2018-09-02,0,False
2018-09-09,64,False
2018-09-16,0,False
2018-09-23,65,False
2018-09-30,81,False
2018-10-07,79,False
2018-10-14,32,False
2018-10-21,32,False
2018-10-28,63,False
2018-11-04,81,False
2018-11-11,31,False
2018-11-18,80,False
2018-11-25,41,False
2018-12-02,30,False
2018-12-09,61,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,29,False
2019-01-13,76,False
2019-01-20,29,False
2019-01-27,44,False
2019-02-03,38,False
2019-02-10,44,False
2019-02-17,29,False
2019-02-24,60,False
2019-03-03,61,False
2019-03-10,39,False
2019-03-17,42,False
2019-03-24,31,False
2019-03-31,74,False
2019-04-07,76,False
2019-04-14,33,False
2019-04-21,48,False
2019-04-28,61,False
2019-05-05,29,False
2019-05-12,45,False
2019-05-19,29,False
2019-05-26,62,False
2019-06-02,30,False
2019-06-09,64,False
2019-06-16,31,False
2019-06-23,62,False
2019-06-30,45,False
2019-07-07,29,False
2019-07-14,30,False
2019-07-21,47,False
2019-07-28,31,False
2019-08-04,32,False
2019-08-11,32,False
2019-08-18,66,False
2019-08-25,48,False
2019-09-01,81,False
2019-09-08,100,False
2019-09-15,61,False
2019-09-22,29,False
2019-09-29,59,False
2019-10-06,0,False
2019-10-13,57,False
2019-10-20,72,False
2019-10-27,28,False
2019-11-03,42,False
2019-11-10,66,False
2019-11-17,28,False
2019-11-24,28,False
2019-12-01,86,False
2019-12-08,57,False
2019-12-15,0,False
2019-12-22,50,False
2019-12-29,31,False
2020-01-05,55,False
2020-01-12,27,False
2020-01-19,45,False
2020-01-26,40,False
2020-02-02,40,False
2020-02-09,43,False
2020-02-16,55,False
2020-02-23,27,False
2020-03-01,26,False
2020-03-08,33,False
2020-03-15,32,False
2020-03-22,24,False
2020-03-29,36,False
2020-04-05,27,False
2020-04-12,38,False
2020-04-19,75,False
2020-04-26,37,False
2020-05-03,41,False
2020-05-10,25,False
