date,floristería,isPartial
2018-01-07,16,False
2018-01-14,33,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,80,False
2018-02-11,100,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,33,False
2018-03-25,0,False
2018-04-01,16,False
2018-04-08,0,False
2018-04-15,16,False
2018-04-22,0,False
2018-04-29,81,False
2018-05-06,49,False
2018-05-13,0,False
2018-05-20,16,False
2018-05-27,0,False
2018-06-03,16,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,17,False
2018-07-01,0,False
2018-07-08,17,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,17,False
2018-08-05,34,False
2018-08-12,17,False
2018-08-19,33,False
2018-08-26,16,False
2018-09-02,16,False
2018-09-09,49,False
2018-09-16,17,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,33,False
2018-10-28,0,False
2018-11-04,15,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,16,False
2018-12-16,82,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,16,False
2019-02-10,32,False
2019-02-17,16,False
2019-02-24,0,False
2019-03-03,16,False
2019-03-10,0,False
2019-03-17,16,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,79,False
2019-05-05,32,False
2019-05-12,0,False
2019-05-19,48,False
2019-05-26,0,False
2019-06-02,15,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,16,False
2019-06-30,17,False
2019-07-07,16,False
2019-07-14,0,False
2019-07-21,69,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,16,False
2019-08-18,16,False
2019-08-25,0,False
2019-09-01,46,False
2019-09-08,15,False
2019-09-15,30,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,15,False
2019-10-13,0,False
2019-10-20,29,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,14,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,42,False
2019-12-22,29,False
2019-12-29,15,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,26,False
2020-01-26,13,False
2020-02-02,53,False
2020-02-09,67,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,13,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,18,True
