date,Floristería,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,20,False
2018-02-11,86,False
2018-02-18,0,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,21,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,0,False
2018-04-15,20,False
2018-04-22,20,False
2018-04-29,20,False
2018-05-06,19,False
2018-05-13,0,False
2018-05-20,39,False
2018-05-27,39,False
2018-06-03,38,False
2018-06-10,18,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,19,False
2018-07-08,19,False
2018-07-15,19,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,21,False
2018-09-02,59,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,55,False
2018-10-28,19,False
2018-11-04,18,False
2018-11-11,0,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,40,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,36,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,35,False
2019-02-17,54,False
2019-02-24,19,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,40,False
2019-03-24,59,False
2019-03-31,20,False
2019-04-07,40,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,100,False
2019-05-05,40,False
2019-05-12,0,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,40,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,20,False
2019-07-21,41,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,40,False
2019-08-18,0,False
2019-08-25,39,False
2019-09-01,77,False
2019-09-08,0,False
2019-09-15,38,False
2019-09-22,37,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,17,False
2019-10-27,17,False
2019-11-03,84,False
2019-11-10,33,False
2019-11-17,17,False
2019-11-24,50,False
2019-12-01,51,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,18,False
2019-12-29,18,False
2020-01-05,65,False
2020-01-12,31,False
2020-01-19,0,False
2020-01-26,33,False
2020-02-02,16,False
2020-02-09,65,False
2020-02-16,16,False
2020-02-23,64,False
2020-03-01,16,False
2020-03-08,31,False
2020-03-15,16,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,17,False
2020-04-12,0,True
