date,floristería,isPartial
2018-01-07,34,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,34,False
2018-02-04,32,False
2018-02-11,0,False
2018-02-18,100,False
2018-02-25,33,False
2018-03-04,34,False
2018-03-11,33,False
2018-03-18,0,False
2018-03-25,36,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,35,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,68,False
2018-05-20,67,False
2018-05-27,98,False
2018-06-03,0,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,39,False
2018-08-19,0,False
2018-08-26,72,False
2018-09-02,34,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,68,False
2018-09-30,0,False
2018-10-07,71,False
2018-10-14,99,False
2018-10-21,34,False
2018-10-28,34,False
2018-11-04,0,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,68,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,33,False
2019-01-13,31,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,50,False
2019-02-17,0,False
2019-02-24,33,False
2019-03-03,68,False
2019-03-10,0,False
2019-03-17,34,False
2019-03-24,0,False
2019-03-31,66,False
2019-04-07,0,False
2019-04-14,55,False
2019-04-21,50,False
2019-04-28,49,False
2019-05-05,33,False
2019-05-12,33,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,31,False
2019-06-09,0,False
2019-06-16,35,False
2019-06-23,35,False
2019-06-30,37,False
2019-07-07,36,False
2019-07-14,36,False
2019-07-21,38,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,33,False
2019-09-01,32,False
2019-09-08,33,False
2019-09-15,95,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,33,False
2019-10-13,30,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,58,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,29,False
2019-12-01,31,False
2019-12-08,0,False
2019-12-15,46,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,30,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,57,False
2020-02-02,58,False
2020-02-09,58,False
2020-02-16,29,False
2020-02-23,27,False
2020-03-01,54,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,23,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,42,True
