date,Floristería,isPartial
2018-01-07,53,False
2018-01-14,9,False
2018-01-21,17,False
2018-01-28,26,False
2018-02-04,9,False
2018-02-11,53,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,34,False
2018-03-11,25,False
2018-03-18,18,False
2018-03-25,34,False
2018-04-01,9,False
2018-04-08,8,False
2018-04-15,8,False
2018-04-22,35,False
2018-04-29,69,False
2018-05-06,43,False
2018-05-13,45,False
2018-05-20,9,False
2018-05-27,8,False
2018-06-03,0,False
2018-06-10,17,False
2018-06-17,9,False
2018-06-24,9,False
2018-07-01,9,False
2018-07-08,39,False
2018-07-15,31,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,35,False
2018-08-12,25,False
2018-08-19,24,False
2018-08-26,0,False
2018-09-02,18,False
2018-09-09,27,False
2018-09-16,9,False
2018-09-23,17,False
2018-09-30,42,False
2018-10-07,9,False
2018-10-14,25,False
2018-10-21,17,False
2018-10-28,18,False
2018-11-04,38,False
2018-11-11,16,False
2018-11-18,24,False
2018-11-25,31,False
2018-12-02,33,False
2018-12-09,17,False
2018-12-16,60,False
2018-12-23,42,False
2018-12-30,18,False
2019-01-06,17,False
2019-01-13,16,False
2019-01-20,31,False
2019-01-27,22,False
2019-02-03,17,False
2019-02-10,57,False
2019-02-17,33,False
2019-02-24,15,False
2019-03-03,8,False
2019-03-10,17,False
2019-03-17,34,False
2019-03-24,9,False
2019-03-31,33,False
2019-04-07,44,False
2019-04-14,52,False
2019-04-21,0,False
2019-04-28,62,False
2019-05-05,45,False
2019-05-12,50,False
2019-05-19,24,False
2019-05-26,31,False
2019-06-02,39,False
2019-06-09,31,False
2019-06-16,17,False
2019-06-23,35,False
2019-06-30,0,False
2019-07-07,42,False
2019-07-14,39,False
2019-07-21,19,False
2019-07-28,11,False
2019-08-04,34,False
2019-08-11,37,False
2019-08-18,46,False
2019-08-25,20,False
2019-09-01,32,False
2019-09-08,8,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,23,False
2019-10-06,31,False
2019-10-13,8,False
2019-10-20,15,False
2019-10-27,0,False
2019-11-03,29,False
2019-11-10,22,False
2019-11-17,59,False
2019-11-24,21,False
2019-12-01,55,False
2019-12-08,24,False
2019-12-15,75,False
2019-12-22,45,False
2019-12-29,27,False
2020-01-05,62,False
2020-01-12,14,False
2020-01-19,14,False
2020-01-26,22,False
2020-02-02,35,False
2020-02-09,100,False
2020-02-16,29,False
2020-02-23,21,False
2020-03-01,34,False
2020-03-08,20,False
2020-03-15,7,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,29,False
2020-04-12,35,True
