date,Floristería,isPartial
2018-01-07,11,False
2018-01-14,11,False
2018-01-21,11,False
2018-01-28,22,False
2018-02-04,10,False
2018-02-11,54,False
2018-02-18,16,False
2018-02-25,21,False
2018-03-04,27,False
2018-03-11,16,False
2018-03-18,22,False
2018-03-25,33,False
2018-04-01,11,False
2018-04-08,26,False
2018-04-15,31,False
2018-04-22,31,False
2018-04-29,37,False
2018-05-06,52,False
2018-05-13,16,False
2018-05-20,16,False
2018-05-27,10,False
2018-06-03,15,False
2018-06-10,26,False
2018-06-17,11,False
2018-06-24,16,False
2018-07-01,22,False
2018-07-08,15,False
2018-07-15,11,False
2018-07-22,10,False
2018-07-29,0,False
2018-08-05,20,False
2018-08-12,26,False
2018-08-19,11,False
2018-08-26,11,False
2018-09-02,20,False
2018-09-09,10,False
2018-09-16,10,False
2018-09-23,15,False
2018-09-30,11,False
2018-10-07,33,False
2018-10-14,15,False
2018-10-21,21,False
2018-10-28,11,False
2018-11-04,10,False
2018-11-11,15,False
2018-11-18,25,False
2018-11-25,16,False
2018-12-02,11,False
2018-12-09,16,False
2018-12-16,28,False
2018-12-23,37,False
2018-12-30,25,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,10,False
2019-01-27,20,False
2019-02-03,42,False
2019-02-10,100,False
2019-02-17,21,False
2019-02-24,26,False
2019-03-03,21,False
2019-03-10,22,False
2019-03-17,33,False
2019-03-24,27,False
2019-03-31,15,False
2019-04-07,16,False
2019-04-14,34,False
2019-04-21,27,False
2019-04-28,62,False
2019-05-05,46,False
2019-05-12,26,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,25,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,11,False
2019-06-30,0,False
2019-07-07,15,False
2019-07-14,25,False
2019-07-21,30,False
2019-07-28,20,False
2019-08-04,31,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,25,False
2019-09-01,29,False
2019-09-08,18,False
2019-09-15,39,False
2019-09-22,10,False
2019-09-29,24,False
2019-10-06,25,False
2019-10-13,29,False
2019-10-20,33,False
2019-10-27,14,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,14,False
2019-12-08,10,False
2019-12-15,39,False
2019-12-22,10,False
2019-12-29,10,False
2020-01-05,10,False
2020-01-12,18,False
2020-01-19,21,False
2020-01-26,9,False
2020-02-02,0,False
2020-02-09,91,False
2020-02-16,9,False
2020-02-23,30,False
2020-03-01,26,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,7,False
2020-04-05,16,False
2020-04-12,14,True
