date,Floristería,isPartial
2018-01-07,23,False
2018-01-14,0,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,23,False
2018-02-11,46,False
2018-02-18,34,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,23,False
2018-03-18,34,False
2018-03-25,13,False
2018-04-01,35,False
2018-04-08,33,False
2018-04-15,23,False
2018-04-22,23,False
2018-04-29,45,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,23,False
2018-05-27,0,False
2018-06-03,22,False
2018-06-10,11,False
2018-06-17,12,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,45,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,12,False
2018-08-05,36,False
2018-08-12,25,False
2018-08-19,26,False
2018-08-26,12,False
2018-09-02,23,False
2018-09-09,23,False
2018-09-16,11,False
2018-09-23,0,False
2018-09-30,11,False
2018-10-07,11,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,11,False
2018-11-18,0,False
2018-11-25,34,False
2018-12-02,12,False
2018-12-09,0,False
2018-12-16,12,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,34,False
2019-01-13,11,False
2019-01-20,42,False
2019-01-27,33,False
2019-02-03,0,False
2019-02-10,100,False
2019-02-17,23,False
2019-02-24,44,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,33,False
2019-03-24,0,False
2019-03-31,11,False
2019-04-07,56,False
2019-04-14,12,False
2019-04-21,33,False
2019-04-28,11,False
2019-05-05,75,False
2019-05-12,52,False
2019-05-19,10,False
2019-05-26,31,False
2019-06-02,31,False
2019-06-09,42,False
2019-06-16,33,False
2019-06-23,34,False
2019-06-30,22,False
2019-07-07,32,False
2019-07-14,44,False
2019-07-21,34,False
2019-07-28,35,False
2019-08-04,36,False
2019-08-11,37,False
2019-08-18,12,False
2019-08-25,22,False
2019-09-01,53,False
2019-09-08,10,False
2019-09-15,30,False
2019-09-22,10,False
2019-09-29,10,False
2019-10-06,30,False
2019-10-13,10,False
2019-10-20,50,False
2019-10-27,21,False
2019-11-03,60,False
2019-11-10,20,False
2019-11-17,10,False
2019-11-24,10,False
2019-12-01,21,False
2019-12-08,42,False
2019-12-15,31,False
2019-12-22,12,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,19,False
2020-01-19,28,False
2020-01-26,20,False
2020-02-02,39,False
2020-02-09,87,False
2020-02-16,0,False
2020-02-23,19,False
2020-03-01,28,False
2020-03-08,9,False
2020-03-15,38,False
2020-03-22,0,False
2020-03-29,9,False
2020-04-05,0,False
2020-04-12,31,True
