date,floristería,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,18,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,48,False
2018-02-18,38,False
2018-02-25,28,False
2018-03-04,37,False
2018-03-11,0,False
2018-03-18,18,False
2018-03-25,28,False
2018-04-01,19,False
2018-04-08,36,False
2018-04-15,57,False
2018-04-22,38,False
2018-04-29,27,False
2018-05-06,37,False
2018-05-13,0,False
2018-05-20,19,False
2018-05-27,36,False
2018-06-03,18,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,19,False
2018-07-15,20,False
2018-07-22,20,False
2018-07-29,20,False
2018-08-05,45,False
2018-08-12,18,False
2018-08-19,17,False
2018-08-26,18,False
2018-09-02,36,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,19,False
2018-09-30,0,False
2018-10-07,19,False
2018-10-14,56,False
2018-10-21,57,False
2018-10-28,29,False
2018-11-04,18,False
2018-11-11,28,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,18,False
2018-12-16,18,False
2018-12-23,20,False
2018-12-30,38,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,34,False
2019-01-27,0,False
2019-02-03,18,False
2019-02-10,100,False
2019-02-17,89,False
2019-02-24,35,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,45,False
2019-03-24,46,False
2019-03-31,51,False
2019-04-07,18,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,60,False
2019-05-05,70,False
2019-05-12,35,False
2019-05-19,26,False
2019-05-26,17,False
2019-06-02,17,False
2019-06-09,18,False
2019-06-16,27,False
2019-06-23,37,False
2019-06-30,18,False
2019-07-07,18,False
2019-07-14,28,False
2019-07-21,0,False
2019-07-28,18,False
2019-08-04,33,False
2019-08-11,24,False
2019-08-18,16,False
2019-08-25,16,False
2019-09-01,17,False
2019-09-08,50,False
2019-09-15,40,False
2019-09-22,17,False
2019-09-29,16,False
2019-10-06,40,False
2019-10-13,55,False
2019-10-20,47,False
2019-10-27,46,False
2019-11-03,31,False
2019-11-10,23,False
2019-11-17,47,False
2019-11-24,22,False
2019-12-01,0,False
2019-12-08,65,False
2019-12-15,31,False
2019-12-22,32,False
2019-12-29,24,False
2020-01-05,31,False
2020-01-12,15,False
2020-01-19,22,False
2020-01-26,44,False
2020-02-02,46,False
2020-02-09,98,False
2020-02-16,23,False
2020-02-23,30,False
2020-03-01,42,False
2020-03-08,14,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,13,False
2020-04-05,13,False
2020-04-12,22,True
