date,Floristería,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,17,False
2018-02-18,17,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,17,False
2018-03-25,34,False
2018-04-01,18,False
2018-04-08,32,False
2018-04-15,0,False
2018-04-22,52,False
2018-04-29,16,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,17,False
2018-05-27,33,False
2018-06-03,17,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,18,False
2018-07-01,18,False
2018-07-08,0,False
2018-07-15,18,False
2018-07-22,18,False
2018-07-29,0,False
2018-08-05,33,False
2018-08-12,16,False
2018-08-19,16,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,0,False
2018-10-07,17,False
2018-10-14,0,False
2018-10-21,69,False
2018-10-28,35,False
2018-11-04,16,False
2018-11-11,17,False
2018-11-18,16,False
2018-11-25,0,False
2018-12-02,17,False
2018-12-09,16,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,17,False
2019-02-10,100,False
2019-02-17,81,False
2019-02-24,0,False
2019-03-03,48,False
2019-03-10,0,False
2019-03-17,65,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,47,False
2019-05-05,47,False
2019-05-12,0,False
2019-05-19,16,False
2019-05-26,16,False
2019-06-02,15,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,0,False
2019-06-30,17,False
2019-07-07,0,False
2019-07-14,33,False
2019-07-21,0,False
2019-07-28,16,False
2019-08-04,45,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,15,False
2019-09-08,30,False
2019-09-15,29,False
2019-09-22,15,False
2019-09-29,15,False
2019-10-06,59,False
2019-10-13,56,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,42,False
2019-11-10,14,False
2019-11-17,0,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,59,False
2019-12-15,29,False
2019-12-22,29,False
2019-12-29,29,False
2020-01-05,29,False
2020-01-12,13,False
2020-01-19,13,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,68,False
2020-02-16,28,False
2020-02-23,14,False
2020-03-01,38,False
2020-03-08,0,False
2020-03-15,12,False
2020-03-22,0,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,20,True
