date,floristería,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,41,False
2018-02-04,32,False
2018-02-11,56,False
2018-02-18,41,False
2018-02-25,19,False
2018-03-04,21,False
2018-03-11,21,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,41,False
2018-04-15,21,False
2018-04-22,62,False
2018-04-29,21,False
2018-05-06,20,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,20,False
2018-06-03,29,False
2018-06-10,37,False
2018-06-17,40,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,58,False
2018-07-15,20,False
2018-07-22,0,False
2018-07-29,19,False
2018-08-05,20,False
2018-08-12,31,False
2018-08-19,33,False
2018-08-26,63,False
2018-09-02,20,False
2018-09-09,20,False
2018-09-16,39,False
2018-09-23,19,False
2018-09-30,20,False
2018-10-07,39,False
2018-10-14,38,False
2018-10-21,0,False
2018-10-28,39,False
2018-11-04,18,False
2018-11-11,27,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,21,False
2018-12-09,43,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,41,False
2019-01-13,18,False
2019-01-20,18,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,27,False
2019-02-17,19,False
2019-02-24,29,False
2019-03-03,87,False
2019-03-10,21,False
2019-03-17,21,False
2019-03-24,20,False
2019-03-31,41,False
2019-04-07,42,False
2019-04-14,43,False
2019-04-21,41,False
2019-04-28,72,False
2019-05-05,42,False
2019-05-12,21,False
2019-05-19,20,False
2019-05-26,21,False
2019-06-02,79,False
2019-06-09,60,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,21,False
2019-07-07,0,False
2019-07-14,62,False
2019-07-21,64,False
2019-07-28,32,False
2019-08-04,21,False
2019-08-11,61,False
2019-08-18,20,False
2019-08-25,31,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,20,False
2019-10-06,19,False
2019-10-13,37,False
2019-10-20,18,False
2019-10-27,36,False
2019-11-03,17,False
2019-11-10,51,False
2019-11-17,26,False
2019-11-24,18,False
2019-12-01,17,False
2019-12-08,46,False
2019-12-15,18,False
2019-12-22,37,False
2019-12-29,36,False
2020-01-05,34,False
2020-01-12,41,False
2020-01-19,33,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,100,False
2020-02-16,25,False
2020-02-23,25,False
2020-03-01,34,False
2020-03-08,16,False
2020-03-15,32,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,18,False
2020-04-12,0,True
