date,floristería,isPartial
2018-01-07,19,False
2018-01-14,13,False
2018-01-21,19,False
2018-01-28,26,False
2018-02-04,25,False
2018-02-11,58,False
2018-02-18,32,False
2018-02-25,36,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,32,False
2018-03-25,14,False
2018-04-01,33,False
2018-04-08,49,False
2018-04-15,25,False
2018-04-22,38,False
2018-04-29,38,False
2018-05-06,12,False
2018-05-13,32,False
2018-05-20,26,False
2018-05-27,13,False
2018-06-03,36,False
2018-06-10,12,False
2018-06-17,20,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,38,False
2018-07-15,38,False
2018-07-22,19,False
2018-07-29,27,False
2018-08-05,41,False
2018-08-12,28,False
2018-08-19,21,False
2018-08-26,13,False
2018-09-02,50,False
2018-09-09,26,False
2018-09-16,25,False
2018-09-23,50,False
2018-09-30,25,False
2018-10-07,32,False
2018-10-14,31,False
2018-10-21,38,False
2018-10-28,32,False
2018-11-04,25,False
2018-11-11,12,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,13,False
2018-12-09,39,False
2018-12-16,39,False
2018-12-23,31,False
2018-12-30,22,False
2019-01-06,38,False
2019-01-13,25,False
2019-01-20,42,False
2019-01-27,31,False
2019-02-03,25,False
2019-02-10,100,False
2019-02-17,25,False
2019-02-24,50,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,31,False
2019-03-24,25,False
2019-03-31,12,False
2019-04-07,50,False
2019-04-14,13,False
2019-04-21,43,False
2019-04-28,30,False
2019-05-05,54,False
2019-05-12,59,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,25,False
2019-06-23,38,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,49,False
2019-07-21,25,False
2019-07-28,26,False
2019-08-04,27,False
2019-08-11,27,False
2019-08-18,13,False
2019-08-25,31,False
2019-09-01,59,False
2019-09-08,18,False
2019-09-15,23,False
2019-09-22,17,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,11,False
2019-10-20,56,False
2019-10-27,35,False
2019-11-03,45,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,35,False
2019-12-15,58,False
2019-12-22,40,False
2019-12-29,25,False
2020-01-05,29,False
2020-01-12,27,False
2020-01-19,26,False
2020-01-26,27,False
2020-02-02,27,False
2020-02-09,66,False
2020-02-16,55,False
2020-02-23,27,False
2020-03-01,32,False
2020-03-08,10,False
2020-03-15,43,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,43,True
