date,Floristería,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,50,False
2018-03-11,49,False
2018-03-18,25,False
2018-03-25,31,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,24,False
2018-04-29,78,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,24,False
2018-06-10,48,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,27,False
2018-07-08,27,False
2018-07-15,56,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,27,False
2018-09-09,26,False
2018-09-16,25,False
2018-09-23,0,False
2018-09-30,50,False
2018-10-07,53,False
2018-10-14,25,False
2018-10-21,100,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,48,False
2018-12-02,0,False
2018-12-09,49,False
2018-12-16,49,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,24,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,23,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,24,False
2019-02-24,24,False
2019-03-03,74,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,23,False
2019-04-07,24,False
2019-04-14,28,False
2019-04-21,55,False
2019-04-28,25,False
2019-05-05,47,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,34,False
2019-06-02,45,False
2019-06-09,46,False
2019-06-16,25,False
2019-06-23,26,False
2019-06-30,0,False
2019-07-07,51,False
2019-07-14,40,False
2019-07-21,28,False
2019-07-28,30,False
2019-08-04,63,False
2019-08-11,0,False
2019-08-18,63,False
2019-08-25,41,False
2019-09-01,25,False
2019-09-08,0,False
2019-09-15,34,False
2019-09-22,44,False
2019-09-29,33,False
2019-10-06,45,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,20,False
2019-12-01,56,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,21,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,30,False
2020-02-02,0,False
2020-02-09,40,False
2020-02-16,51,False
2020-02-23,40,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,17,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,31,True
