date,floristería,isPartial
2018-01-07,12,False
2018-01-14,0,False
2018-01-21,11,False
2018-01-28,23,False
2018-02-04,11,False
2018-02-11,45,False
2018-02-18,17,False
2018-02-25,33,False
2018-03-04,28,False
2018-03-11,23,False
2018-03-18,17,False
2018-03-25,23,False
2018-04-01,12,False
2018-04-08,22,False
2018-04-15,22,False
2018-04-22,27,False
2018-04-29,50,False
2018-05-06,49,False
2018-05-13,23,False
2018-05-20,17,False
2018-05-27,22,False
2018-06-03,16,False
2018-06-10,27,False
2018-06-17,12,False
2018-06-24,23,False
2018-07-01,11,False
2018-07-08,11,False
2018-07-15,0,False
2018-07-22,27,False
2018-07-29,22,False
2018-08-05,16,False
2018-08-12,22,False
2018-08-19,12,False
2018-08-26,11,False
2018-09-02,16,False
2018-09-09,21,False
2018-09-16,16,False
2018-09-23,16,False
2018-09-30,11,False
2018-10-07,41,False
2018-10-14,10,False
2018-10-21,17,False
2018-10-28,17,False
2018-11-04,16,False
2018-11-11,21,False
2018-11-18,31,False
2018-11-25,12,False
2018-12-02,12,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,26,False
2018-12-30,19,False
2019-01-06,17,False
2019-01-13,33,False
2019-01-20,10,False
2019-01-27,11,False
2019-02-03,34,False
2019-02-10,94,False
2019-02-17,28,False
2019-02-24,22,False
2019-03-03,22,False
2019-03-10,34,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,16,False
2019-04-07,17,False
2019-04-14,36,False
2019-04-21,17,False
2019-04-28,49,False
2019-05-05,49,False
2019-05-12,27,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,31,False
2019-06-09,16,False
2019-06-16,38,False
2019-06-23,17,False
2019-06-30,0,False
2019-07-07,10,False
2019-07-14,32,False
2019-07-21,22,False
2019-07-28,16,False
2019-08-04,22,False
2019-08-11,32,False
2019-08-18,21,False
2019-08-25,21,False
2019-09-01,30,False
2019-09-08,24,False
2019-09-15,41,False
2019-09-22,10,False
2019-09-29,31,False
2019-10-06,15,False
2019-10-13,25,False
2019-10-20,44,False
2019-10-27,20,False
2019-11-03,20,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,19,False
2019-12-01,15,False
2019-12-08,10,False
2019-12-15,20,False
2019-12-22,11,False
2019-12-29,11,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,31,False
2020-01-26,39,False
2020-02-02,28,False
2020-02-09,100,False
2020-02-16,9,False
2020-02-23,45,False
2020-03-01,14,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,25,False
2020-04-12,15,True
