date,entrenador personal,isPartial
2018-01-07,45,False
2018-01-14,58,False
2018-01-21,45,False
2018-01-28,46,False
2018-02-04,46,False
2018-02-11,35,False
2018-02-18,71,False
2018-02-25,37,False
2018-03-04,34,False
2018-03-11,46,False
2018-03-18,34,False
2018-03-25,0,False
2018-04-01,23,False
2018-04-08,44,False
2018-04-15,46,False
2018-04-22,47,False
2018-04-29,44,False
2018-05-06,23,False
2018-05-13,23,False
2018-05-20,23,False
2018-05-27,23,False
2018-06-03,22,False
2018-06-10,36,False
2018-06-17,24,False
2018-06-24,0,False
2018-07-01,36,False
2018-07-08,47,False
2018-07-15,24,False
2018-07-22,100,False
2018-07-29,48,False
2018-08-05,30,False
2018-08-12,21,False
2018-08-19,28,False
2018-08-26,54,False
2018-09-02,22,False
2018-09-09,24,False
2018-09-16,36,False
2018-09-23,53,False
2018-09-30,24,False
2018-10-07,35,False
2018-10-14,23,False
2018-10-21,35,False
2018-10-28,31,False
2018-11-04,0,False
2018-11-11,22,False
2018-11-18,32,False
2018-11-25,23,False
2018-12-02,22,False
2018-12-09,44,False
2018-12-16,22,False
2018-12-23,36,False
2018-12-30,23,False
2019-01-06,33,False
2019-01-13,43,False
2019-01-20,28,False
2019-01-27,21,False
2019-02-03,45,False
2019-02-10,33,False
2019-02-17,29,False
2019-02-24,21,False
2019-03-03,43,False
2019-03-10,22,False
2019-03-17,44,False
2019-03-24,0,False
2019-03-31,42,False
2019-04-07,33,False
2019-04-14,21,False
2019-04-21,41,False
2019-04-28,21,False
2019-05-05,21,False
2019-05-12,32,False
2019-05-19,43,False
2019-05-26,21,False
2019-06-02,35,False
2019-06-09,32,False
2019-06-16,33,False
2019-06-23,33,False
2019-06-30,22,False
2019-07-07,22,False
2019-07-14,34,False
2019-07-21,33,False
2019-07-28,22,False
2019-08-04,34,False
2019-08-11,20,False
2019-08-18,29,False
2019-08-25,39,False
2019-09-01,41,False
2019-09-08,41,False
2019-09-15,39,False
2019-09-22,20,False
2019-09-29,51,False
2019-10-06,26,False
2019-10-13,51,False
2019-10-20,29,False
2019-10-27,31,False
2019-11-03,25,False
2019-11-10,19,False
2019-11-17,38,False
2019-11-24,43,False
2019-12-01,48,False
2019-12-08,20,False
2019-12-15,19,False
2019-12-22,39,False
2019-12-29,29,False
2020-01-05,38,False
2020-01-12,41,False
2020-01-19,18,False
2020-01-26,36,False
2020-02-02,25,False
2020-02-09,18,False
2020-02-16,28,False
2020-02-23,24,False
2020-03-01,23,False
2020-03-08,17,False
2020-03-15,24,False
2020-03-22,37,False
2020-03-29,47,False
2020-04-05,25,False
2020-04-12,23,False
2020-04-19,47,False
2020-04-26,23,False
2020-05-03,16,False
2020-05-10,31,False
2020-05-17,18,True
