date,Entrenador Personal,isPartial
2018-01-07,30,False
2018-01-14,31,False
2018-01-21,100,False
2018-01-28,30,False
2018-02-04,40,False
2018-02-11,31,False
2018-02-18,31,False
2018-02-25,61,False
2018-03-04,51,False
2018-03-11,50,False
2018-03-18,30,False
2018-03-25,56,False
2018-04-01,37,False
2018-04-08,30,False
2018-04-15,31,False
2018-04-22,30,False
2018-04-29,32,False
2018-05-06,30,False
2018-05-13,46,False
2018-05-20,41,False
2018-05-27,45,False
2018-06-03,60,False
2018-06-10,44,False
2018-06-17,33,False
2018-06-24,45,False
2018-07-01,33,False
2018-07-08,34,False
2018-07-15,52,False
2018-07-22,36,False
2018-07-29,40,False
2018-08-05,41,False
2018-08-12,72,False
2018-08-19,82,False
2018-08-26,37,False
2018-09-02,44,False
2018-09-09,31,False
2018-09-16,30,False
2018-09-23,30,False
2018-09-30,46,False
2018-10-07,66,False
2018-10-14,30,False
2018-10-21,30,False
2018-10-28,64,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,59,False
2018-11-25,30,False
2018-12-02,33,False
2018-12-09,45,False
2018-12-16,30,False
2018-12-23,74,False
2018-12-30,70,False
2019-01-06,49,False
2019-01-13,43,False
2019-01-20,28,False
2019-01-27,28,False
2019-02-03,39,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,30,False
2019-03-10,44,False
2019-03-17,78,False
2019-03-24,50,False
2019-03-31,42,False
2019-04-07,29,False
2019-04-14,34,False
2019-04-21,85,False
2019-04-28,40,False
2019-05-05,58,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,28,False
2019-06-02,28,False
2019-06-09,71,False
2019-06-16,0,False
2019-06-23,53,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,66,False
2019-07-21,52,False
2019-07-28,0,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,78,False
2019-08-25,34,False
2019-09-01,51,False
2019-09-08,38,False
2019-09-15,37,False
2019-09-22,27,False
2019-09-29,44,False
2019-10-06,27,False
2019-10-13,26,False
2019-10-20,52,False
2019-10-27,35,False
2019-11-03,26,False
2019-11-10,50,False
2019-11-17,26,False
2019-11-24,25,False
2019-12-01,27,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,40,False
2019-12-29,50,False
2020-01-05,0,False
2020-01-12,64,False
2020-01-19,33,False
2020-01-26,25,False
2020-02-02,24,False
2020-02-09,24,False
2020-02-16,37,False
2020-02-23,25,False
2020-03-01,59,False
2020-03-08,34,False
2020-03-15,23,False
2020-03-22,84,False
2020-03-29,30,False
2020-04-05,43,False
2020-04-12,33,False
2020-04-19,20,False
2020-04-26,61,False
2020-05-03,53,False
2020-05-10,40,False
2020-05-17,58,True
