date,entrenador personal,isPartial
2018-01-07,30,False
2018-01-14,40,False
2018-01-21,39,False
2018-01-28,47,False
2018-02-04,40,False
2018-02-11,41,False
2018-02-18,27,False
2018-02-25,58,False
2018-03-04,29,False
2018-03-11,29,False
2018-03-18,20,False
2018-03-25,49,False
2018-04-01,57,False
2018-04-08,28,False
2018-04-15,33,False
2018-04-22,19,False
2018-04-29,20,False
2018-05-06,32,False
2018-05-13,21,False
2018-05-20,20,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,27,False
2018-06-17,83,False
2018-06-24,20,False
2018-07-01,26,False
2018-07-08,19,False
2018-07-15,48,False
2018-07-22,20,False
2018-07-29,19,False
2018-08-05,31,False
2018-08-12,38,False
2018-08-19,48,False
2018-08-26,32,False
2018-09-02,51,False
2018-09-09,39,False
2018-09-16,19,False
2018-09-23,19,False
2018-09-30,19,False
2018-10-07,20,False
2018-10-14,20,False
2018-10-21,33,False
2018-10-28,20,False
2018-11-04,19,False
2018-11-11,39,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,100,False
2018-12-09,20,False
2018-12-16,19,False
2018-12-23,55,False
2018-12-30,66,False
2019-01-06,26,False
2019-01-13,31,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,19,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,48,False
2019-03-03,45,False
2019-03-10,29,False
2019-03-17,20,False
2019-03-24,40,False
2019-03-31,25,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,18,False
2019-04-28,19,False
2019-05-05,55,False
2019-05-12,29,False
2019-05-19,28,False
2019-05-26,18,False
2019-06-02,70,False
2019-06-09,18,False
2019-06-16,36,False
2019-06-23,38,False
2019-06-30,19,False
2019-07-07,37,False
2019-07-14,28,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,18,False
2019-08-18,18,False
2019-08-25,53,False
2019-09-01,54,False
2019-09-08,30,False
2019-09-15,47,False
2019-09-22,24,False
2019-09-29,29,False
2019-10-06,35,False
2019-10-13,17,False
2019-10-20,18,False
2019-10-27,23,False
2019-11-03,17,False
2019-11-10,25,False
2019-11-17,29,False
2019-11-24,24,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,25,False
2019-12-22,37,False
2019-12-29,28,False
2020-01-05,29,False
2020-01-12,16,False
2020-01-19,17,False
2020-01-26,16,False
2020-02-02,33,False
2020-02-09,24,False
2020-02-16,28,False
2020-02-23,33,False
2020-03-01,31,False
2020-03-08,15,False
2020-03-15,30,False
2020-03-22,28,False
2020-03-29,14,False
2020-04-05,43,False
2020-04-12,14,False
2020-04-19,32,False
2020-04-26,13,False
2020-05-03,14,False
2020-05-10,24,False
2020-05-17,17,True
