date,entrenador personal,isPartial
2018-01-07,64,False
2018-01-14,47,False
2018-01-21,0,False
2018-01-28,51,False
2018-02-04,48,False
2018-02-11,82,False
2018-02-18,0,False
2018-02-25,29,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,64,False
2018-03-25,100,False
2018-04-01,31,False
2018-04-08,61,False
2018-04-15,31,False
2018-04-22,41,False
2018-04-29,30,False
2018-05-06,48,False
2018-05-13,45,False
2018-05-20,29,False
2018-05-27,30,False
2018-06-03,29,False
2018-06-10,37,False
2018-06-17,58,False
2018-06-24,29,False
2018-07-01,67,False
2018-07-08,85,False
2018-07-15,68,False
2018-07-22,57,False
2018-07-29,58,False
2018-08-05,57,False
2018-08-12,30,False
2018-08-19,65,False
2018-08-26,42,False
2018-09-02,89,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,57,False
2018-09-30,29,False
2018-10-07,68,False
2018-10-14,42,False
2018-10-21,27,False
2018-10-28,28,False
2018-11-04,55,False
2018-11-11,54,False
2018-11-18,28,False
2018-11-25,48,False
2018-12-02,51,False
2018-12-09,47,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,97,False
2019-01-06,30,False
2019-01-13,27,False
2019-01-20,26,False
2019-01-27,63,False
2019-02-03,41,False
2019-02-10,40,False
2019-02-17,28,False
2019-02-24,58,False
2019-03-03,32,False
2019-03-10,0,False
2019-03-17,46,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,61,False
2019-04-14,32,False
2019-04-21,60,False
2019-04-28,0,False
2019-05-05,51,False
2019-05-12,41,False
2019-05-19,30,False
2019-05-26,62,False
2019-06-02,29,False
2019-06-09,44,False
2019-06-16,31,False
2019-06-23,47,False
2019-06-30,72,False
2019-07-07,61,False
2019-07-14,31,False
2019-07-21,95,False
2019-07-28,94,False
2019-08-04,72,False
2019-08-11,30,False
2019-08-18,30,False
2019-08-25,30,False
2019-09-01,30,False
2019-09-08,30,False
2019-09-15,78,False
2019-09-22,29,False
2019-09-29,86,False
2019-10-06,28,False
2019-10-13,64,False
2019-10-20,40,False
2019-10-27,44,False
2019-11-03,51,False
2019-11-10,25,False
2019-11-17,34,False
2019-11-24,51,False
2019-12-01,26,False
2019-12-08,54,False
2019-12-15,66,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,25,False
2020-01-12,40,False
2020-01-19,49,False
2020-01-26,37,False
2020-02-02,48,False
2020-02-09,37,False
2020-02-16,74,False
2020-02-23,49,False
2020-03-01,50,False
2020-03-08,24,False
2020-03-15,24,False
2020-03-22,48,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,57,False
2020-04-26,49,False
2020-05-03,32,False
2020-05-10,25,False
2020-05-17,73,True
