date,entrenador personal,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,29,False
2018-01-28,30,False
2018-02-04,28,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,86,False
2018-03-04,59,False
2018-03-11,28,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,59,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,29,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,28,False
2018-06-03,0,False
2018-06-10,56,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,66,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,34,False
2018-08-19,33,False
2018-08-26,79,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,0,False
2018-09-30,30,False
2018-10-07,62,False
2018-10-14,0,False
2018-10-21,60,False
2018-10-28,29,False
2018-11-04,57,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,29,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,28,False
2019-01-20,26,False
2019-01-27,28,False
2019-02-03,57,False
2019-02-10,28,False
2019-02-17,29,False
2019-02-24,100,False
2019-03-03,89,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,61,False
2019-03-31,58,False
2019-04-07,30,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,29,False
2019-05-12,0,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,54,False
2019-06-09,28,False
2019-06-16,30,False
2019-06-23,62,False
2019-06-30,32,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,65,False
2019-07-28,65,False
2019-08-04,33,False
2019-08-11,0,False
2019-08-18,30,False
2019-08-25,57,False
2019-09-01,42,False
2019-09-08,28,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,0,False
2019-11-10,25,False
2019-11-17,39,False
2019-11-24,0,False
2019-12-01,54,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,25,False
2020-02-16,25,False
2020-02-23,23,False
2020-03-01,47,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,22,False
2020-04-12,21,False
2020-04-19,41,False
2020-04-26,41,False
2020-05-03,40,False
2020-05-10,21,False
2020-05-17,0,True
