date,Entrenador personal,isPartial
2018-01-07,18,False
2018-01-14,19,False
2018-01-21,28,False
2018-01-28,18,False
2018-02-04,18,False
2018-02-11,32,False
2018-02-18,57,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,45,False
2018-03-18,37,False
2018-03-25,20,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,0,False
2018-05-06,19,False
2018-05-13,19,False
2018-05-20,19,False
2018-05-27,19,False
2018-06-03,36,False
2018-06-10,18,False
2018-06-17,100,False
2018-06-24,40,False
2018-07-01,20,False
2018-07-08,19,False
2018-07-15,21,False
2018-07-22,21,False
2018-07-29,27,False
2018-08-05,19,False
2018-08-12,19,False
2018-08-19,38,False
2018-08-26,19,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,18,False
2018-10-21,0,False
2018-10-28,28,False
2018-11-04,17,False
2018-11-11,18,False
2018-11-18,17,False
2018-11-25,18,False
2018-12-02,39,False
2018-12-09,19,False
2018-12-16,19,False
2018-12-23,61,False
2018-12-30,20,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,17,False
2019-01-27,35,False
2019-02-03,19,False
2019-02-10,30,False
2019-02-17,18,False
2019-02-24,28,False
2019-03-03,19,False
2019-03-10,0,False
2019-03-17,47,False
2019-03-24,47,False
2019-03-31,18,False
2019-04-07,28,False
2019-04-14,35,False
2019-04-21,18,False
2019-04-28,0,False
2019-05-05,18,False
2019-05-12,0,False
2019-05-19,24,False
2019-05-26,18,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,59,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,19,False
2019-08-18,24,False
2019-08-25,35,False
2019-09-01,18,False
2019-09-08,35,False
2019-09-15,17,False
2019-09-22,34,False
2019-09-29,17,False
2019-10-06,26,False
2019-10-13,28,False
2019-10-20,16,False
2019-10-27,32,False
2019-11-03,24,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,15,False
2019-12-01,32,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,28,False
2019-12-29,34,False
2020-01-05,24,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,30,False
2020-02-02,15,False
2020-02-09,30,False
2020-02-16,31,False
2020-02-23,30,False
2020-03-01,14,False
2020-03-08,0,False
2020-03-15,13,False
2020-03-22,24,False
2020-03-29,12,False
2020-04-05,19,False
2020-04-12,12,False
2020-04-19,24,False
2020-04-26,12,False
2020-05-03,18,False
2020-05-10,19,False
2020-05-17,19,True
