date,Balkon,isPartial
2018-01-07,13,False
2018-01-14,7,False
2018-01-21,0,False
2018-01-28,7,False
2018-02-04,13,False
2018-02-11,7,False
2018-02-18,6,False
2018-02-25,6,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,24,False
2018-03-25,18,False
2018-04-01,24,False
2018-04-08,28,False
2018-04-15,16,False
2018-04-22,33,False
2018-04-29,25,False
2018-05-06,51,False
2018-05-13,20,False
2018-05-20,29,False
2018-05-27,16,False
2018-06-03,28,False
2018-06-10,15,False
2018-06-17,14,False
2018-06-24,18,False
2018-07-01,11,False
2018-07-08,18,False
2018-07-15,32,False
2018-07-22,14,False
2018-07-29,15,False
2018-08-05,33,False
2018-08-12,22,False
2018-08-19,18,False
2018-08-26,11,False
2018-09-02,0,False
2018-09-09,12,False
2018-09-16,12,False
2018-09-23,8,False
2018-09-30,11,False
2018-10-07,8,False
2018-10-14,8,False
2018-10-21,8,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,20,False
2018-11-18,8,False
2018-11-25,8,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,7,False
2018-12-30,0,False
2019-01-06,6,False
2019-01-13,13,False
2019-01-20,6,False
2019-01-27,6,False
2019-02-03,6,False
2019-02-10,13,False
2019-02-17,19,False
2019-02-24,9,False
2019-03-03,19,False
2019-03-10,28,False
2019-03-17,28,False
2019-03-24,33,False
2019-03-31,34,False
2019-04-07,22,False
2019-04-14,40,False
2019-04-21,40,False
2019-04-28,15,False
2019-05-05,30,False
2019-05-12,45,False
2019-05-19,11,False
2019-05-26,18,False
2019-06-02,33,False
2019-06-09,22,False
2019-06-16,32,False
2019-06-23,30,False
2019-06-30,14,False
2019-07-07,23,False
2019-07-14,21,False
2019-07-21,24,False
2019-07-28,16,False
2019-08-04,20,False
2019-08-11,16,False
2019-08-18,20,False
2019-08-25,14,False
2019-09-01,14,False
2019-09-08,7,False
2019-09-15,7,False
2019-09-22,7,False
2019-09-29,13,False
2019-10-06,7,False
2019-10-13,18,False
2019-10-20,14,False
2019-10-27,14,False
2019-11-03,7,False
2019-11-10,7,False
2019-11-17,7,False
2019-11-24,7,False
2019-12-01,7,False
2019-12-08,7,False
2019-12-15,7,False
2019-12-22,9,False
2019-12-29,6,False
2020-01-05,11,False
2020-01-12,11,False
2020-01-19,6,False
2020-01-26,5,False
2020-02-02,15,False
2020-02-09,22,False
2020-02-16,16,False
2020-02-23,7,False
2020-03-01,11,False
2020-03-08,13,False
2020-03-15,21,False
2020-03-22,29,False
2020-03-29,29,False
2020-04-05,100,False
2020-04-12,57,False
2020-04-19,77,False
2020-04-26,64,False
2020-05-03,41,False
2020-05-10,47,False
2020-05-17,51,False
2020-05-24,37,False
2020-05-31,38,False
2020-06-07,41,False
2020-06-14,6,False
2020-06-21,15,False
2020-06-28,32,False
2020-07-05,24,False
