date,Balkon,isPartial
2018-01-07,16,False
2018-01-14,23,False
2018-01-21,7,False
2018-01-28,28,False
2018-02-04,14,False
2018-02-11,28,False
2018-02-18,5,False
2018-02-25,21,False
2018-03-04,9,False
2018-03-11,27,False
2018-03-18,30,False
2018-03-25,38,False
2018-04-01,47,False
2018-04-08,60,False
2018-04-15,53,False
2018-04-22,55,False
2018-04-29,31,False
2018-05-06,46,False
2018-05-13,32,False
2018-05-20,38,False
2018-05-27,39,False
2018-06-03,40,False
2018-06-10,18,False
2018-06-17,18,False
2018-06-24,16,False
2018-07-01,23,False
2018-07-08,7,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,32,False
2018-08-05,31,False
2018-08-12,25,False
2018-08-19,14,False
2018-08-26,16,False
2018-09-02,14,False
2018-09-09,5,False
2018-09-16,16,False
2018-09-23,14,False
2018-09-30,9,False
2018-10-07,14,False
2018-10-14,21,False
2018-10-21,19,False
2018-10-28,16,False
2018-11-04,11,False
2018-11-11,14,False
2018-11-18,11,False
2018-11-25,7,False
2018-12-02,11,False
2018-12-09,9,False
2018-12-16,12,False
2018-12-23,11,False
2018-12-30,21,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,17,False
2019-01-27,6,False
2019-02-03,17,False
2019-02-10,8,False
2019-02-17,29,False
2019-02-24,23,False
2019-03-03,15,False
2019-03-10,25,False
2019-03-17,40,False
2019-03-24,37,False
2019-03-31,54,False
2019-04-07,41,False
2019-04-14,42,False
2019-04-21,27,False
2019-04-28,26,False
2019-05-05,37,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,27,False
2019-06-09,45,False
2019-06-16,36,False
2019-06-23,25,False
2019-06-30,27,False
2019-07-07,26,False
2019-07-14,26,False
2019-07-21,37,False
2019-07-28,14,False
2019-08-04,19,False
2019-08-11,46,False
2019-08-18,15,False
2019-08-25,24,False
2019-09-01,13,False
2019-09-08,13,False
2019-09-15,16,False
2019-09-22,13,False
2019-09-29,9,False
2019-10-06,11,False
2019-10-13,31,False
2019-10-20,18,False
2019-10-27,11,False
2019-11-03,23,False
2019-11-10,10,False
2019-11-17,11,False
2019-11-24,32,False
2019-12-01,13,False
2019-12-08,6,False
2019-12-15,9,False
2019-12-22,20,False
2019-12-29,9,False
2020-01-05,6,False
2020-01-12,12,False
2020-01-19,12,False
2020-01-26,20,False
2020-02-02,17,False
2020-02-09,16,False
2020-02-16,19,False
2020-02-23,12,False
2020-03-01,23,False
2020-03-08,13,False
2020-03-15,36,False
2020-03-22,42,False
2020-03-29,42,False
2020-04-05,100,False
2020-04-12,70,False
2020-04-19,84,False
2020-04-26,54,False
2020-05-03,65,False
2020-05-10,64,False
2020-05-17,57,False
2020-05-24,23,False
2020-05-31,44,False
2020-06-07,32,False
2020-06-14,31,False
2020-06-21,31,False
2020-06-28,44,False
2020-07-05,28,False
