date,Balkon,isPartial
2018-01-07,26,False
2018-01-14,13,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,13,False
2018-02-11,19,False
2018-02-18,12,False
2018-02-25,12,False
2018-03-04,19,False
2018-03-11,20,False
2018-03-18,0,False
2018-03-25,42,False
2018-04-01,37,False
2018-04-08,37,False
2018-04-15,30,False
2018-04-22,46,False
2018-04-29,23,False
2018-05-06,15,False
2018-05-13,22,False
2018-05-20,0,False
2018-05-27,39,False
2018-06-03,30,False
2018-06-10,43,False
2018-06-17,31,False
2018-06-24,30,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,15,False
2018-07-22,38,False
2018-07-29,16,False
2018-08-05,37,False
2018-08-12,15,False
2018-08-19,30,False
2018-08-26,22,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,15,False
2018-09-23,31,False
2018-09-30,14,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,16,False
2018-10-28,24,False
2018-11-04,15,False
2018-11-11,15,False
2018-11-18,15,False
2018-11-25,14,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,15,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,38,False
2019-01-20,12,False
2019-01-27,0,False
2019-02-03,13,False
2019-02-10,20,False
2019-02-17,31,False
2019-02-24,38,False
2019-03-03,52,False
2019-03-10,13,False
2019-03-17,21,False
2019-03-24,54,False
2019-03-31,21,False
2019-04-07,35,False
2019-04-14,45,False
2019-04-21,30,False
2019-04-28,43,False
2019-05-05,48,False
2019-05-12,57,False
2019-05-19,28,False
2019-05-26,30,False
2019-06-02,44,False
2019-06-09,20,False
2019-06-16,14,False
2019-06-23,15,False
2019-06-30,28,False
2019-07-07,34,False
2019-07-14,22,False
2019-07-21,15,False
2019-07-28,15,False
2019-08-04,15,False
2019-08-11,14,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,41,False
2019-09-15,14,False
2019-09-22,20,False
2019-09-29,13,False
2019-10-06,13,False
2019-10-13,14,False
2019-10-20,14,False
2019-10-27,27,False
2019-11-03,13,False
2019-11-10,0,False
2019-11-17,13,False
2019-11-24,13,False
2019-12-01,0,False
2019-12-08,13,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,11,False
2020-01-19,12,False
2020-01-26,22,False
2020-02-02,11,False
2020-02-09,11,False
2020-02-16,11,False
2020-02-23,10,False
2020-03-01,22,False
2020-03-08,53,False
2020-03-15,39,False
2020-03-22,26,False
2020-03-29,42,False
2020-04-05,100,False
2020-04-12,94,False
2020-04-19,60,False
2020-04-26,32,False
2020-05-03,50,False
2020-05-10,55,False
2020-05-17,36,False
2020-05-24,42,False
2020-05-31,46,False
2020-06-07,39,False
2020-06-14,22,False
2020-06-21,64,False
2020-06-28,51,False
2020-07-05,29,False
