date,Balkon,isPartial
2018-01-07,5,False
2018-01-14,9,False
2018-01-21,14,False
2018-01-28,0,False
2018-02-04,14,False
2018-02-11,4,False
2018-02-18,7,False
2018-02-25,0,False
2018-03-04,9,False
2018-03-11,19,False
2018-03-18,18,False
2018-03-25,15,False
2018-04-01,17,False
2018-04-08,41,False
2018-04-15,40,False
2018-04-22,39,False
2018-04-29,25,False
2018-05-06,44,False
2018-05-13,27,False
2018-05-20,30,False
2018-05-27,51,False
2018-06-03,17,False
2018-06-10,17,False
2018-06-17,31,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,16,False
2018-07-15,14,False
2018-07-22,16,False
2018-07-29,11,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,21,False
2018-08-26,11,False
2018-09-02,9,False
2018-09-09,32,False
2018-09-16,12,False
2018-09-23,11,False
2018-09-30,0,False
2018-10-07,30,False
2018-10-14,15,False
2018-10-21,18,False
2018-10-28,6,False
2018-11-04,6,False
2018-11-11,18,False
2018-11-18,14,False
2018-11-25,12,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,0,False
2018-12-23,5,False
2018-12-30,4,False
2019-01-06,9,False
2019-01-13,5,False
2019-01-20,7,False
2019-01-27,21,False
2019-02-03,14,False
2019-02-10,5,False
2019-02-17,9,False
2019-02-24,16,False
2019-03-03,19,False
2019-03-10,13,False
2019-03-17,20,False
2019-03-24,41,False
2019-03-31,27,False
2019-04-07,34,False
2019-04-14,45,False
2019-04-21,48,False
2019-04-28,42,False
2019-05-05,38,False
2019-05-12,30,False
2019-05-19,27,False
2019-05-26,38,False
2019-06-02,14,False
2019-06-09,13,False
2019-06-16,23,False
2019-06-23,11,False
2019-06-30,23,False
2019-07-07,25,False
2019-07-14,10,False
2019-07-21,13,False
2019-07-28,16,False
2019-08-04,14,False
2019-08-11,12,False
2019-08-18,7,False
2019-08-25,18,False
2019-09-01,10,False
2019-09-08,10,False
2019-09-15,10,False
2019-09-22,13,False
2019-09-29,14,False
2019-10-06,13,False
2019-10-13,19,False
2019-10-20,5,False
2019-10-27,23,False
2019-11-03,9,False
2019-11-10,14,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,9,False
2019-12-08,11,False
2019-12-15,13,False
2019-12-22,4,False
2019-12-29,7,False
2020-01-05,6,False
2020-01-12,11,False
2020-01-19,15,False
2020-01-26,11,False
2020-02-02,5,False
2020-02-09,5,False
2020-02-16,14,False
2020-02-23,11,False
2020-03-01,19,False
2020-03-08,20,False
2020-03-15,61,False
2020-03-22,33,False
2020-03-29,35,False
2020-04-05,100,False
2020-04-12,68,False
2020-04-19,47,False
2020-04-26,46,False
2020-05-03,43,False
2020-05-10,59,False
2020-05-17,45,False
2020-05-24,22,False
2020-05-31,15,False
2020-06-07,23,False
2020-06-14,22,False
2020-06-21,33,False
2020-06-28,16,False
2020-07-05,22,False
