date,matrimonio civile,isPartial
2018-01-07,65,False
2018-01-14,18,False
2018-01-21,28,False
2018-01-28,37,False
2018-02-04,36,False
2018-02-11,40,False
2018-02-18,65,False
2018-02-25,0,False
2018-03-04,47,False
2018-03-11,47,False
2018-03-18,47,False
2018-03-25,20,False
2018-04-01,21,False
2018-04-08,29,False
2018-04-15,78,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,19,False
2018-05-13,20,False
2018-05-20,48,False
2018-05-27,70,False
2018-06-03,40,False
2018-06-10,36,False
2018-06-17,66,False
2018-06-24,87,False
2018-07-01,28,False
2018-07-08,39,False
2018-07-15,60,False
2018-07-22,20,False
2018-07-29,100,False
2018-08-05,21,False
2018-08-12,34,False
2018-08-19,45,False
2018-08-26,72,False
2018-09-02,67,False
2018-09-09,19,False
2018-09-16,37,False
2018-09-23,47,False
2018-09-30,28,False
2018-10-07,49,False
2018-10-14,79,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,19,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,30,False
2018-12-02,61,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,32,False
2018-12-30,30,False
2019-01-06,39,False
2019-01-13,28,False
2019-01-20,70,False
2019-01-27,63,False
2019-02-03,36,False
2019-02-10,28,False
2019-02-17,18,False
2019-02-24,46,False
2019-03-03,48,False
2019-03-10,64,False
2019-03-17,57,False
2019-03-24,39,False
2019-03-31,28,False
2019-04-07,57,False
2019-04-14,30,False
2019-04-21,40,False
2019-04-28,19,False
2019-05-05,65,False
2019-05-12,46,False
2019-05-19,36,False
2019-05-26,52,False
2019-06-02,67,False
2019-06-09,20,False
2019-06-16,49,False
2019-06-23,41,False
2019-06-30,42,False
2019-07-07,49,False
2019-07-14,50,False
2019-07-21,31,False
2019-07-28,41,False
2019-08-04,42,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,80,False
2019-09-08,46,False
2019-09-15,35,False
2019-09-22,35,False
2019-09-29,52,False
2019-10-06,54,False
2019-10-13,54,False
2019-10-20,53,False
2019-10-27,35,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,26,False
2019-11-24,17,False
2019-12-01,36,False
2019-12-08,27,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,76,False
2020-01-05,18,False
2020-01-12,25,False
2020-01-19,17,False
2020-01-26,49,False
2020-02-02,41,False
2020-02-09,43,False
2020-02-16,34,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,30,False
2020-03-15,60,False
2020-03-22,41,False
2020-03-29,42,False
2020-04-05,45,False
2020-04-12,15,False
2020-04-19,41,False
2020-04-26,0,True
