date,matrimonio civile,isPartial
2018-01-07,15,False
2018-01-14,14,False
2018-01-21,13,False
2018-01-28,0,False
2018-02-04,40,False
2018-02-11,29,False
2018-02-18,42,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,57,False
2018-03-18,0,False
2018-03-25,30,False
2018-04-01,16,False
2018-04-08,57,False
2018-04-15,0,False
2018-04-22,15,False
2018-04-29,29,False
2018-05-06,14,False
2018-05-13,59,False
2018-05-20,15,False
2018-05-27,15,False
2018-06-03,58,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,16,False
2018-07-01,79,False
2018-07-08,0,False
2018-07-15,33,False
2018-07-22,100,False
2018-07-29,70,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,60,False
2018-08-26,50,False
2018-09-02,0,False
2018-09-09,31,False
2018-09-16,0,False
2018-09-23,16,False
2018-09-30,0,False
2018-10-07,16,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,15,False
2018-11-04,29,False
2018-11-11,15,False
2018-11-18,14,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,15,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,43,False
2019-01-13,28,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,13,False
2019-02-10,0,False
2019-02-17,14,False
2019-02-24,14,False
2019-03-03,58,False
2019-03-10,14,False
2019-03-17,57,False
2019-03-24,14,False
2019-03-31,0,False
2019-04-07,68,False
2019-04-14,57,False
2019-04-21,16,False
2019-04-28,44,False
2019-05-05,14,False
2019-05-12,0,False
2019-05-19,14,False
2019-05-26,40,False
2019-06-02,41,False
2019-06-09,13,False
2019-06-16,28,False
2019-06-23,58,False
2019-06-30,14,False
2019-07-07,43,False
2019-07-14,15,False
2019-07-21,15,False
2019-07-28,0,False
2019-08-04,49,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,58,False
2019-09-01,39,False
2019-09-08,27,False
2019-09-15,13,False
2019-09-22,13,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,13,False
2019-10-27,39,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,13,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,0,False
2020-01-12,82,False
2020-01-19,0,False
2020-01-26,35,False
2020-02-02,23,False
2020-02-09,36,False
2020-02-16,36,False
2020-02-23,45,False
2020-03-01,22,False
2020-03-08,11,False
2020-03-15,11,False
2020-03-22,0,False
2020-03-29,10,False
2020-04-05,11,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,0,True
