date,matrimonio civile,isPartial
2018-01-07,12,False
2018-01-14,35,False
2018-01-21,34,False
2018-01-28,11,False
2018-02-04,44,False
2018-02-11,21,False
2018-02-18,51,False
2018-02-25,10,False
2018-03-04,30,False
2018-03-11,10,False
2018-03-18,62,False
2018-03-25,100,False
2018-04-01,11,False
2018-04-08,52,False
2018-04-15,21,False
2018-04-22,45,False
2018-04-29,42,False
2018-05-06,40,False
2018-05-13,30,False
2018-05-20,41,False
2018-05-27,96,False
2018-06-03,11,False
2018-06-10,30,False
2018-06-17,70,False
2018-06-24,43,False
2018-07-01,11,False
2018-07-08,64,False
2018-07-15,22,False
2018-07-22,44,False
2018-07-29,22,False
2018-08-05,47,False
2018-08-12,14,False
2018-08-19,14,False
2018-08-26,61,False
2018-09-02,21,False
2018-09-09,72,False
2018-09-16,39,False
2018-09-23,40,False
2018-09-30,10,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,41,False
2018-10-28,40,False
2018-11-04,39,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,9,False
2018-12-09,11,False
2018-12-16,22,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,58,False
2019-01-13,11,False
2019-01-20,21,False
2019-01-27,77,False
2019-02-03,11,False
2019-02-10,22,False
2019-02-17,23,False
2019-02-24,40,False
2019-03-03,47,False
2019-03-10,23,False
2019-03-17,47,False
2019-03-24,80,False
2019-03-31,11,False
2019-04-07,21,False
2019-04-14,45,False
2019-04-21,39,False
2019-04-28,0,False
2019-05-05,20,False
2019-05-12,87,False
2019-05-19,33,False
2019-05-26,21,False
2019-06-02,22,False
2019-06-09,45,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,60,False
2019-07-07,33,False
2019-07-14,24,False
2019-07-21,59,False
2019-07-28,38,False
2019-08-04,41,False
2019-08-11,30,False
2019-08-18,70,False
2019-08-25,61,False
2019-09-01,75,False
2019-09-08,78,False
2019-09-15,21,False
2019-09-22,54,False
2019-09-29,11,False
2019-10-06,22,False
2019-10-13,33,False
2019-10-20,54,False
2019-10-27,65,False
2019-11-03,42,False
2019-11-10,21,False
2019-11-17,43,False
2019-11-24,32,False
2019-12-01,11,False
2019-12-08,22,False
2019-12-15,45,False
2019-12-22,14,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,0,False
2020-01-19,31,False
2020-01-26,61,False
2020-02-02,30,False
2020-02-09,31,False
2020-02-16,21,False
2020-02-23,40,False
2020-03-01,30,False
2020-03-08,10,False
2020-03-15,29,False
2020-03-22,9,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,20,False
2020-04-19,37,False
2020-04-26,49,True
