date,drone,isPartial
2018-01-07,66,False
2018-01-14,33,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,31,False
2018-03-11,0,False
2018-03-18,64,False
2018-03-25,32,False
2018-04-01,33,False
2018-04-08,51,False
2018-04-15,33,False
2018-04-22,35,False
2018-04-29,32,False
2018-05-06,32,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,36,False
2018-06-03,68,False
2018-06-10,32,False
2018-06-17,64,False
2018-06-24,0,False
2018-07-01,96,False
2018-07-08,48,False
2018-07-15,32,False
2018-07-22,62,False
2018-07-29,30,False
2018-08-05,30,False
2018-08-12,56,False
2018-08-19,29,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,35,False
2018-10-14,0,False
2018-10-21,68,False
2018-10-28,32,False
2018-11-04,64,False
2018-11-11,67,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,50,False
2018-12-23,100,False
2018-12-30,60,False
2019-01-06,44,False
2019-01-13,31,False
2019-01-20,59,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,48,False
2019-03-17,33,False
2019-03-24,0,False
2019-03-31,33,False
2019-04-07,32,False
2019-04-14,0,False
2019-04-21,33,False
2019-04-28,31,False
2019-05-05,32,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,29,False
2019-06-02,32,False
2019-06-09,66,False
2019-06-16,33,False
2019-06-23,0,False
2019-06-30,34,False
2019-07-07,32,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,95,False
2019-08-04,30,False
2019-08-11,56,False
2019-08-18,53,False
2019-08-25,40,False
2019-09-01,28,False
2019-09-08,61,False
2019-09-15,44,False
2019-09-22,29,False
2019-09-29,44,False
2019-10-06,61,False
2019-10-13,0,False
2019-10-20,59,False
2019-10-27,58,False
2019-11-03,0,False
2019-11-10,59,False
2019-11-17,30,False
2019-11-24,28,False
2019-12-01,59,False
2019-12-08,30,False
2019-12-15,0,False
2019-12-22,44,False
2019-12-29,69,False
2020-01-05,56,False
2020-01-12,0,False
2020-01-19,28,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,25,False
2020-03-01,26,False
2020-03-08,48,False
2020-03-15,0,False
2020-03-22,41,False
2020-03-29,43,False
2020-04-05,69,False
2020-04-12,69,False
2020-04-19,42,False
2020-04-26,0,True
