date,band,isPartial
2018-01-07,42,False
2018-01-14,61,False
2018-01-21,37,False
2018-01-28,57,False
2018-02-04,62,False
2018-02-11,57,False
2018-02-18,50,False
2018-02-25,35,False
2018-03-04,51,False
2018-03-11,29,False
2018-03-18,48,False
2018-03-25,38,False
2018-04-01,42,False
2018-04-08,41,False
2018-04-15,60,False
2018-04-22,42,False
2018-04-29,52,False
2018-05-06,36,False
2018-05-13,46,False
2018-05-20,38,False
2018-05-27,58,False
2018-06-03,64,False
2018-06-10,49,False
2018-06-17,53,False
2018-06-24,59,False
2018-07-01,44,False
2018-07-08,38,False
2018-07-15,63,False
2018-07-22,58,False
2018-07-29,56,False
2018-08-05,47,False
2018-08-12,60,False
2018-08-19,52,False
2018-08-26,49,False
2018-09-02,60,False
2018-09-09,54,False
2018-09-16,50,False
2018-09-23,40,False
2018-09-30,44,False
2018-10-07,50,False
2018-10-14,53,False
2018-10-21,57,False
2018-10-28,34,False
2018-11-04,52,False
2018-11-11,40,False
2018-11-18,66,False
2018-11-25,79,False
2018-12-02,68,False
2018-12-09,71,False
2018-12-16,75,False
2018-12-23,74,False
2018-12-30,71,False
2019-01-06,67,False
2019-01-13,58,False
2019-01-20,46,False
2019-01-27,65,False
2019-02-03,57,False
2019-02-10,48,False
2019-02-17,53,False
2019-02-24,47,False
2019-03-03,46,False
2019-03-10,51,False
2019-03-17,38,False
2019-03-24,47,False
2019-03-31,49,False
2019-04-07,60,False
2019-04-14,45,False
2019-04-21,66,False
2019-04-28,50,False
2019-05-05,55,False
2019-05-12,57,False
2019-05-19,55,False
2019-05-26,56,False
2019-06-02,62,False
2019-06-09,69,False
2019-06-16,61,False
2019-06-23,99,False
2019-06-30,83,False
2019-07-07,81,False
2019-07-14,66,False
2019-07-21,67,False
2019-07-28,72,False
2019-08-04,72,False
2019-08-11,89,False
2019-08-18,75,False
2019-08-25,100,False
2019-09-01,70,False
2019-09-08,77,False
2019-09-15,57,False
2019-09-22,67,False
2019-09-29,73,False
2019-10-06,59,False
2019-10-13,75,False
2019-10-20,59,False
2019-10-27,58,False
2019-11-03,51,False
2019-11-10,53,False
2019-11-17,63,False
2019-11-24,73,False
2019-12-01,66,False
2019-12-08,58,False
2019-12-15,73,False
2019-12-22,84,False
2019-12-29,91,False
2020-01-05,60,False
2020-01-12,61,False
2020-01-19,64,False
2020-01-26,59,False
2020-02-02,53,False
2020-02-09,53,False
2020-02-16,52,False
2020-02-23,52,False
2020-03-01,39,False
2020-03-08,36,False
2020-03-15,51,False
2020-03-22,48,False
2020-03-29,45,False
2020-04-05,56,False
2020-04-12,46,False
2020-04-19,67,False
2020-04-26,59,True
