date,band,isPartial
2018-01-07,0,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,43,False
2018-02-11,38,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,28,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,0,False
2018-04-29,100,False
2018-05-06,69,False
2018-05-13,35,False
2018-05-20,0,False
2018-05-27,52,False
2018-06-03,35,False
2018-06-10,32,False
2018-06-17,32,False
2018-06-24,33,False
2018-07-01,30,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,43,False
2018-08-12,20,False
2018-08-19,22,False
2018-08-26,41,False
2018-09-02,0,False
2018-09-09,92,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,68,False
2018-10-07,36,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,34,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,31,False
2018-12-09,63,False
2018-12-16,61,False
2018-12-23,53,False
2018-12-30,20,False
2019-01-06,28,False
2019-01-13,28,False
2019-01-20,0,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,51,False
2019-02-17,52,False
2019-02-24,52,False
2019-03-03,51,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,30,False
2019-04-21,28,False
2019-04-28,64,False
2019-05-05,34,False
2019-05-12,49,False
2019-05-19,32,False
2019-05-26,30,False
2019-06-02,32,False
2019-06-09,31,False
2019-06-16,63,False
2019-06-23,30,False
2019-06-30,28,False
2019-07-07,0,False
2019-07-14,50,False
2019-07-21,36,False
2019-07-28,24,False
2019-08-04,42,False
2019-08-11,18,False
2019-08-18,79,False
2019-08-25,46,False
2019-09-01,26,False
2019-09-08,0,False
2019-09-15,29,False
2019-09-22,59,False
2019-09-29,30,False
2019-10-06,31,False
2019-10-13,45,False
2019-10-20,29,False
2019-10-27,27,False
2019-11-03,86,False
2019-11-10,0,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,56,False
2019-12-08,40,False
2019-12-15,27,False
2019-12-22,91,False
2019-12-29,17,False
2020-01-05,46,False
2020-01-12,24,False
2020-01-19,35,False
2020-01-26,23,False
2020-02-02,22,False
2020-02-09,66,False
2020-02-16,0,False
2020-02-23,28,False
2020-03-01,20,False
2020-03-08,22,False
2020-03-15,23,False
2020-03-22,33,False
2020-03-29,47,False
2020-04-05,49,False
2020-04-12,25,False
2020-04-19,36,False
2020-04-26,41,True
