date,band,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,26,False
2018-01-28,52,False
2018-02-04,24,False
2018-02-11,50,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,40,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,41,False
2018-04-22,0,False
2018-04-29,26,False
2018-05-06,52,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,41,False
2018-06-03,41,False
2018-06-10,64,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,40,False
2018-07-08,39,False
2018-07-15,26,False
2018-07-22,49,False
2018-07-29,25,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,32,False
2018-08-26,48,False
2018-09-02,0,False
2018-09-09,51,False
2018-09-16,25,False
2018-09-23,52,False
2018-09-30,54,False
2018-10-07,27,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,26,False
2018-11-04,65,False
2018-11-11,54,False
2018-11-18,25,False
2018-11-25,26,False
2018-12-02,82,False
2018-12-09,26,False
2018-12-16,54,False
2018-12-23,57,False
2018-12-30,0,False
2019-01-06,100,False
2019-01-13,25,False
2019-01-20,23,False
2019-01-27,60,False
2019-02-03,36,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,26,False
2019-03-03,27,False
2019-03-10,26,False
2019-03-17,26,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,27,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,25,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,23,False
2019-06-02,27,False
2019-06-09,55,False
2019-06-16,0,False
2019-06-23,82,False
2019-06-30,41,False
2019-07-07,26,False
2019-07-14,53,False
2019-07-21,54,False
2019-07-28,39,False
2019-08-04,37,False
2019-08-11,35,False
2019-08-18,0,False
2019-08-25,45,False
2019-09-01,0,False
2019-09-08,75,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,25,False
2019-10-13,49,False
2019-10-20,36,False
2019-10-27,95,False
2019-11-03,45,False
2019-11-10,58,False
2019-11-17,57,False
2019-11-24,68,False
2019-12-01,35,False
2019-12-08,49,False
2019-12-15,24,False
2019-12-22,26,False
2019-12-29,71,False
2020-01-05,69,False
2020-01-12,22,False
2020-01-19,66,False
2020-01-26,43,False
2020-02-02,42,False
2020-02-09,33,False
2020-02-16,44,False
2020-02-23,31,False
2020-03-01,30,False
2020-03-08,19,False
2020-03-15,35,False
2020-03-22,57,False
2020-03-29,34,False
2020-04-05,38,False
2020-04-12,19,False
2020-04-19,35,False
2020-04-26,0,True
