date,Linoleum,isPartial
2018-01-07,60,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,45,False
2018-02-04,31,False
2018-02-11,91,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,62,False
2018-03-11,30,False
2018-03-18,31,False
2018-03-25,100,False
2018-04-01,34,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,31,False
2018-06-24,0,False
2018-07-01,66,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,31,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,32,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,62,False
2018-09-23,41,False
2018-09-30,0,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,58,False
2018-11-04,29,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,29,False
2018-12-09,44,False
2018-12-16,30,False
2018-12-23,48,False
2018-12-30,59,False
2019-01-06,41,False
2019-01-13,27,False
2019-01-20,36,False
2019-01-27,27,False
2019-02-03,27,False
2019-02-10,43,False
2019-02-17,28,False
2019-02-24,43,False
2019-03-03,0,False
2019-03-10,54,False
2019-03-17,87,False
2019-03-24,71,False
2019-03-31,43,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,45,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,29,False
2019-05-19,28,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,59,False
2019-06-30,57,False
2019-07-07,57,False
2019-07-14,31,False
2019-07-21,48,False
2019-07-28,45,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,28,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,40,False
2019-10-06,57,False
2019-10-13,55,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,38,False
2019-11-10,26,False
2019-11-17,25,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,25,False
2019-12-15,40,False
2019-12-22,83,False
2019-12-29,26,False
2020-01-05,40,False
2020-01-12,0,False
2020-01-19,36,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,47,False
2020-03-08,22,False
2020-03-15,22,False
2020-03-22,32,False
2020-03-29,21,False
2020-04-05,48,False
2020-04-12,30,False
2020-04-19,33,False
2020-04-26,42,False
2020-05-03,44,False
2020-05-10,32,False
