date,Linoleum,isPartial
2018-01-07,23,False
2018-01-14,38,False
2018-01-21,69,False
2018-01-28,23,False
2018-02-04,24,False
2018-02-11,36,False
2018-02-18,48,False
2018-02-25,47,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,50,False
2018-04-01,77,False
2018-04-08,38,False
2018-04-15,25,False
2018-04-22,32,False
2018-04-29,33,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,37,False
2018-05-27,49,False
2018-06-03,25,False
2018-06-10,35,False
2018-06-17,49,False
2018-06-24,25,False
2018-07-01,50,False
2018-07-08,98,False
2018-07-15,51,False
2018-07-22,25,False
2018-07-29,24,False
2018-08-05,31,False
2018-08-12,48,False
2018-08-19,48,False
2018-08-26,24,False
2018-09-02,32,False
2018-09-09,48,False
2018-09-16,24,False
2018-09-23,41,False
2018-09-30,26,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,55,False
2018-10-28,46,False
2018-11-04,58,False
2018-11-11,59,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,23,False
2018-12-09,24,False
2018-12-16,60,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,44,False
2019-01-13,51,False
2019-01-20,29,False
2019-01-27,33,False
2019-02-03,22,False
2019-02-10,23,False
2019-02-17,46,False
2019-02-24,48,False
2019-03-03,68,False
2019-03-10,37,False
2019-03-17,46,False
2019-03-24,23,False
2019-03-31,47,False
2019-04-07,23,False
2019-04-14,97,False
2019-04-21,0,False
2019-04-28,58,False
2019-05-05,33,False
2019-05-12,35,False
2019-05-19,23,False
2019-05-26,34,False
2019-06-02,34,False
2019-06-09,35,False
2019-06-16,35,False
2019-06-23,70,False
2019-06-30,36,False
2019-07-07,39,False
2019-07-14,24,False
2019-07-21,50,False
2019-07-28,49,False
2019-08-04,23,False
2019-08-11,22,False
2019-08-18,23,False
2019-08-25,53,False
2019-09-01,0,False
2019-09-08,34,False
2019-09-15,39,False
2019-09-22,22,False
2019-09-29,0,False
2019-10-06,45,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,42,False
2019-11-03,35,False
2019-11-10,32,False
2019-11-17,31,False
2019-11-24,21,False
2019-12-01,21,False
2019-12-08,32,False
2019-12-15,29,False
2019-12-22,35,False
2019-12-29,29,False
2020-01-05,40,False
2020-01-12,29,False
2020-01-19,41,False
2020-01-26,70,False
2020-02-02,20,False
2020-02-09,39,False
2020-02-16,31,False
2020-02-23,29,False
2020-03-01,29,False
2020-03-08,36,False
2020-03-15,35,False
2020-03-22,28,False
2020-03-29,17,False
2020-04-05,37,False
2020-04-12,18,False
2020-04-19,41,False
2020-04-26,100,False
2020-05-03,35,False
2020-05-10,35,False
