date,torta morbida,isPartial
2018-01-07,24,False
2018-01-14,48,False
2018-01-21,47,False
2018-01-28,24,False
2018-02-04,46,False
2018-02-11,24,False
2018-02-18,45,False
2018-02-25,43,False
2018-03-04,46,False
2018-03-11,47,False
2018-03-18,0,False
2018-03-25,49,False
2018-04-01,50,False
2018-04-08,36,False
2018-04-15,48,False
2018-04-22,25,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,60,False
2018-05-20,36,False
2018-05-27,49,False
2018-06-03,0,False
2018-06-10,45,False
2018-06-17,46,False
2018-06-24,34,False
2018-07-01,24,False
2018-07-08,23,False
2018-07-15,23,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,44,False
2018-08-12,61,False
2018-08-19,30,False
2018-08-26,42,False
2018-09-02,22,False
2018-09-09,23,False
2018-09-16,58,False
2018-09-23,70,False
2018-09-30,82,False
2018-10-07,37,False
2018-10-14,37,False
2018-10-21,49,False
2018-10-28,36,False
2018-11-04,71,False
2018-11-11,49,False
2018-11-18,24,False
2018-11-25,72,False
2018-12-02,0,False
2018-12-09,37,False
2018-12-16,25,False
2018-12-23,39,False
2018-12-30,24,False
2019-01-06,46,False
2019-01-13,35,False
2019-01-20,54,False
2019-01-27,54,False
2019-02-03,53,False
2019-02-10,42,False
2019-02-17,87,False
2019-02-24,44,False
2019-03-03,35,False
2019-03-10,55,False
2019-03-17,23,False
2019-03-24,44,False
2019-03-31,22,False
2019-04-07,33,False
2019-04-14,46,False
2019-04-21,46,False
2019-04-28,21,False
2019-05-05,43,False
2019-05-12,42,False
2019-05-19,43,False
2019-05-26,41,False
2019-06-02,33,False
2019-06-09,57,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,21,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,32,False
2019-08-04,0,False
2019-08-11,43,False
2019-08-18,21,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,41,False
2019-09-15,50,False
2019-09-22,20,False
2019-09-29,21,False
2019-10-06,63,False
2019-10-13,53,False
2019-10-20,21,False
2019-10-27,41,False
2019-11-03,70,False
2019-11-10,61,False
2019-11-17,31,False
2019-11-24,40,False
2019-12-01,21,False
2019-12-08,0,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,42,False
2020-01-05,40,False
2020-01-12,38,False
2020-01-19,59,False
2020-01-26,19,False
2020-02-02,28,False
2020-02-09,59,False
2020-02-16,29,False
2020-02-23,28,False
2020-03-01,54,False
2020-03-08,76,False
2020-03-15,57,False
2020-03-22,100,False
2020-03-29,94,False
2020-04-05,50,False
2020-04-12,75,False
2020-04-19,86,False
2020-04-26,56,True
