date,torta morbida,isPartial
2018-01-07,20,False
2018-01-14,30,False
2018-01-21,40,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,39,False
2018-02-18,28,False
2018-02-25,27,False
2018-03-04,57,False
2018-03-11,19,False
2018-03-18,39,False
2018-03-25,50,False
2018-04-01,41,False
2018-04-08,19,False
2018-04-15,40,False
2018-04-22,21,False
2018-04-29,19,False
2018-05-06,38,False
2018-05-13,20,False
2018-05-20,20,False
2018-05-27,39,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,38,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,21,False
2018-08-26,19,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,0,False
2018-09-23,28,False
2018-09-30,40,False
2018-10-07,30,False
2018-10-14,39,False
2018-10-21,59,False
2018-10-28,19,False
2018-11-04,19,False
2018-11-11,100,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,30,False
2018-12-09,20,False
2018-12-16,42,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,41,False
2019-01-13,40,False
2019-01-20,75,False
2019-01-27,28,False
2019-02-03,38,False
2019-02-10,39,False
2019-02-17,40,False
2019-02-24,20,False
2019-03-03,0,False
2019-03-10,39,False
2019-03-17,50,False
2019-03-24,40,False
2019-03-31,29,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,30,False
2019-04-28,28,False
2019-05-05,47,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,40,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,38,False
2019-07-21,29,False
2019-07-28,29,False
2019-08-04,20,False
2019-08-11,21,False
2019-08-18,59,False
2019-08-25,37,False
2019-09-01,26,False
2019-09-08,18,False
2019-09-15,37,False
2019-09-22,70,False
2019-09-29,27,False
2019-10-06,74,False
2019-10-13,45,False
2019-10-20,26,False
2019-10-27,52,False
2019-11-03,0,False
2019-11-10,71,False
2019-11-17,26,False
2019-11-24,35,False
2019-12-01,36,False
2019-12-08,36,False
2019-12-15,37,False
2019-12-22,22,False
2019-12-29,40,False
2020-01-05,18,False
2020-01-12,50,False
2020-01-19,18,False
2020-01-26,42,False
2020-02-02,0,False
2020-02-09,17,False
2020-02-16,35,False
2020-02-23,39,False
2020-03-01,32,False
2020-03-08,53,False
2020-03-15,38,False
2020-03-22,71,False
2020-03-29,95,False
2020-04-05,61,False
2020-04-12,68,False
2020-04-19,65,False
2020-04-26,63,True
