date,torta morbida,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,32,False
2018-02-04,31,False
2018-02-11,39,False
2018-02-18,46,False
2018-02-25,27,False
2018-03-04,34,False
2018-03-11,41,False
2018-03-18,55,False
2018-03-25,30,False
2018-04-01,45,False
2018-04-08,27,False
2018-04-15,55,False
2018-04-22,14,False
2018-04-29,28,False
2018-05-06,57,False
2018-05-13,14,False
2018-05-20,28,False
2018-05-27,43,False
2018-06-03,29,False
2018-06-10,13,False
2018-06-17,27,False
2018-06-24,13,False
2018-07-01,28,False
2018-07-08,20,False
2018-07-15,21,False
2018-07-22,13,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,18,False
2018-08-26,13,False
2018-09-02,0,False
2018-09-09,13,False
2018-09-16,32,False
2018-09-23,26,False
2018-09-30,13,False
2018-10-07,13,False
2018-10-14,40,False
2018-10-21,14,False
2018-10-28,26,False
2018-11-04,41,False
2018-11-11,28,False
2018-11-18,35,False
2018-11-25,14,False
2018-12-02,30,False
2018-12-09,29,False
2018-12-16,45,False
2018-12-23,63,False
2018-12-30,41,False
2019-01-06,40,False
2019-01-13,39,False
2019-01-20,50,False
2019-01-27,38,False
2019-02-03,44,False
2019-02-10,26,False
2019-02-17,46,False
2019-02-24,26,False
2019-03-03,27,False
2019-03-10,26,False
2019-03-17,13,False
2019-03-24,20,False
2019-03-31,32,False
2019-04-07,27,False
2019-04-14,41,False
2019-04-21,28,False
2019-04-28,13,False
2019-05-05,13,False
2019-05-12,13,False
2019-05-19,26,False
2019-05-26,12,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,14,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,13,False
2019-07-21,20,False
2019-07-28,13,False
2019-08-04,13,False
2019-08-11,0,False
2019-08-18,12,False
2019-08-25,0,False
2019-09-01,35,False
2019-09-08,38,False
2019-09-15,12,False
2019-09-22,25,False
2019-09-29,45,False
2019-10-06,13,False
2019-10-13,46,False
2019-10-20,61,False
2019-10-27,37,False
2019-11-03,37,False
2019-11-10,45,False
2019-11-17,19,False
2019-11-24,32,False
2019-12-01,39,False
2019-12-08,13,False
2019-12-15,40,False
2019-12-22,22,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,12,False
2020-01-19,19,False
2020-01-26,19,False
2020-02-02,30,False
2020-02-09,25,False
2020-02-16,37,False
2020-02-23,54,False
2020-03-01,46,False
2020-03-08,70,False
2020-03-15,93,False
2020-03-22,88,False
2020-03-29,100,False
2020-04-05,48,False
2020-04-12,70,False
2020-04-19,65,False
2020-04-26,53,True
