date,torta morbida,isPartial
2018-01-07,13,False
2018-01-14,53,False
2018-01-21,34,False
2018-01-28,26,False
2018-02-04,13,False
2018-02-11,43,False
2018-02-18,40,False
2018-02-25,45,False
2018-03-04,54,False
2018-03-11,54,False
2018-03-18,27,False
2018-03-25,44,False
2018-04-01,15,False
2018-04-08,28,False
2018-04-15,43,False
2018-04-22,29,False
2018-04-29,14,False
2018-05-06,20,False
2018-05-13,43,False
2018-05-20,63,False
2018-05-27,14,False
2018-06-03,29,False
2018-06-10,13,False
2018-06-17,20,False
2018-06-24,14,False
2018-07-01,14,False
2018-07-08,28,False
2018-07-15,14,False
2018-07-22,14,False
2018-07-29,29,False
2018-08-05,23,False
2018-08-12,25,False
2018-08-19,25,False
2018-08-26,23,False
2018-09-02,14,False
2018-09-09,21,False
2018-09-16,27,False
2018-09-23,14,False
2018-09-30,21,False
2018-10-07,64,False
2018-10-14,14,False
2018-10-21,21,False
2018-10-28,55,False
2018-11-04,21,False
2018-11-11,45,False
2018-11-18,36,False
2018-11-25,36,False
2018-12-02,37,False
2018-12-09,30,False
2018-12-16,29,False
2018-12-23,47,False
2018-12-30,29,False
2019-01-06,49,False
2019-01-13,41,False
2019-01-20,32,False
2019-01-27,13,False
2019-02-03,33,False
2019-02-10,33,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,21,False
2019-03-10,13,False
2019-03-17,28,False
2019-03-24,14,False
2019-03-31,14,False
2019-04-07,34,False
2019-04-14,43,False
2019-04-21,15,False
2019-04-28,0,False
2019-05-05,13,False
2019-05-12,27,False
2019-05-19,33,False
2019-05-26,25,False
2019-06-02,14,False
2019-06-09,15,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,15,False
2019-07-07,14,False
2019-07-14,29,False
2019-07-21,15,False
2019-07-28,30,False
2019-08-04,38,False
2019-08-11,33,False
2019-08-18,16,False
2019-08-25,14,False
2019-09-01,13,False
2019-09-08,26,False
2019-09-15,13,False
2019-09-22,44,False
2019-09-29,25,False
2019-10-06,46,False
2019-10-13,46,False
2019-10-20,70,False
2019-10-27,25,False
2019-11-03,42,False
2019-11-10,57,False
2019-11-17,25,False
2019-11-24,38,False
2019-12-01,26,False
2019-12-08,20,False
2019-12-15,26,False
2019-12-22,21,False
2019-12-29,14,False
2020-01-05,25,False
2020-01-12,31,False
2020-01-19,32,False
2020-01-26,18,False
2020-02-02,36,False
2020-02-09,44,False
2020-02-16,31,False
2020-02-23,47,False
2020-03-01,34,False
2020-03-08,61,False
2020-03-15,49,False
2020-03-22,100,False
2020-03-29,67,False
2020-04-05,81,False
2020-04-12,60,False
2020-04-19,70,False
2020-04-26,26,True
