date,torta morbida,isPartial
2018-01-07,11,False
2018-01-14,26,False
2018-01-21,28,False
2018-01-28,23,False
2018-02-04,14,False
2018-02-11,26,False
2018-02-18,15,False
2018-02-25,40,False
2018-03-04,32,False
2018-03-11,31,False
2018-03-18,29,False
2018-03-25,18,False
2018-04-01,18,False
2018-04-08,8,False
2018-04-15,17,False
2018-04-22,18,False
2018-04-29,16,False
2018-05-06,15,False
2018-05-13,23,False
2018-05-20,15,False
2018-05-27,17,False
2018-06-03,15,False
2018-06-10,12,False
2018-06-17,14,False
2018-06-24,14,False
2018-07-01,12,False
2018-07-08,10,False
2018-07-15,16,False
2018-07-22,11,False
2018-07-29,11,False
2018-08-05,12,False
2018-08-12,16,False
2018-08-19,16,False
2018-08-26,20,False
2018-09-02,15,False
2018-09-09,18,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,19,False
2018-10-07,25,False
2018-10-14,35,False
2018-10-21,36,False
2018-10-28,31,False
2018-11-04,22,False
2018-11-11,29,False
2018-11-18,22,False
2018-11-25,24,False
2018-12-02,20,False
2018-12-09,16,False
2018-12-16,12,False
2018-12-23,12,False
2018-12-30,17,False
2019-01-06,16,False
2019-01-13,27,False
2019-01-20,24,False
2019-01-27,17,False
2019-02-03,35,False
2019-02-10,24,False
2019-02-17,19,False
2019-02-24,16,False
2019-03-03,20,False
2019-03-10,15,False
2019-03-17,23,False
2019-03-24,17,False
2019-03-31,15,False
2019-04-07,21,False
2019-04-14,22,False
2019-04-21,21,False
2019-04-28,17,False
2019-05-05,23,False
2019-05-12,30,False
2019-05-19,32,False
2019-05-26,16,False
2019-06-02,10,False
2019-06-09,17,False
2019-06-16,13,False
2019-06-23,10,False
2019-06-30,9,False
2019-07-07,7,False
2019-07-14,14,False
2019-07-21,16,False
2019-07-28,37,False
2019-08-04,10,False
2019-08-11,9,False
2019-08-18,15,False
2019-08-25,18,False
2019-09-01,14,False
2019-09-08,22,False
2019-09-15,25,False
2019-09-22,32,False
2019-09-29,35,False
2019-10-06,19,False
2019-10-13,47,False
2019-10-20,33,False
2019-10-27,26,False
2019-11-03,19,False
2019-11-10,33,False
2019-11-17,29,False
2019-11-24,34,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,11,False
2019-12-22,15,False
2019-12-29,16,False
2020-01-05,15,False
2020-01-12,23,False
2020-01-19,16,False
2020-01-26,14,False
2020-02-02,40,False
2020-02-09,39,False
2020-02-16,20,False
2020-02-23,32,False
2020-03-01,45,False
2020-03-08,44,False
2020-03-15,70,False
2020-03-22,100,False
2020-03-29,86,False
2020-04-05,61,False
2020-04-12,53,False
2020-04-19,49,False
2020-04-26,64,True
