date,torta morbida,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,28,False
2018-02-18,0,False
2018-02-25,100,False
2018-03-04,53,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,89,False
2018-04-29,29,False
2018-05-06,28,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,27,False
2018-06-17,0,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,27,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,25,False
2018-09-02,27,False
2018-09-09,28,False
2018-09-16,0,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,57,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,57,False
2018-11-18,0,False
2018-11-25,55,False
2018-12-02,29,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,31,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,49,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,38,False
2019-02-24,25,False
2019-03-03,0,False
2019-03-10,51,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,38,False
2019-04-07,26,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,51,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,26,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,77,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,24,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,46,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,22,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,46,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,29,False
2020-03-15,49,False
2020-03-22,35,False
2020-03-29,46,False
2020-04-05,39,False
2020-04-12,19,False
2020-04-19,27,False
2020-04-26,64,True
