date,torta morbida,isPartial
2018-01-07,41,False
2018-01-14,21,False
2018-01-21,41,False
2018-01-28,41,False
2018-02-04,20,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,19,False
2018-03-04,20,False
2018-03-11,39,False
2018-03-18,62,False
2018-03-25,20,False
2018-04-01,21,False
2018-04-08,20,False
2018-04-15,21,False
2018-04-22,83,False
2018-04-29,19,False
2018-05-06,0,False
2018-05-13,20,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,29,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,19,False
2018-07-29,0,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,29,False
2018-09-09,20,False
2018-09-16,0,False
2018-09-23,30,False
2018-09-30,61,False
2018-10-07,40,False
2018-10-14,21,False
2018-10-21,31,False
2018-10-28,29,False
2018-11-04,39,False
2018-11-11,42,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,43,False
2018-12-16,22,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,38,False
2019-01-27,18,False
2019-02-03,57,False
2019-02-10,29,False
2019-02-17,59,False
2019-02-24,20,False
2019-03-03,47,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,38,False
2019-04-07,19,False
2019-04-14,19,False
2019-04-21,0,False
2019-04-28,37,False
2019-05-05,18,False
2019-05-12,37,False
2019-05-19,18,False
2019-05-26,0,False
2019-06-02,38,False
2019-06-09,18,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,18,False
2019-07-07,0,False
2019-07-14,17,False
2019-07-21,0,False
2019-07-28,53,False
2019-08-04,17,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,17,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,35,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,18,False
2019-10-13,43,False
2019-10-20,25,False
2019-10-27,17,False
2019-11-03,0,False
2019-11-10,35,False
2019-11-17,33,False
2019-11-24,17,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,51,False
2020-01-19,0,False
2020-01-26,52,False
2020-02-02,34,False
2020-02-09,18,False
2020-02-16,35,False
2020-02-23,16,False
2020-03-01,24,False
2020-03-08,45,False
2020-03-15,62,False
2020-03-22,100,False
2020-03-29,59,False
2020-04-05,61,False
2020-04-12,31,False
2020-04-19,36,False
2020-04-26,51,True
