date,construction de piscine,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,29,False
2018-01-28,0,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,60,False
2018-02-25,28,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,31,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,31,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,30,False
2018-05-20,0,False
2018-05-27,61,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,50,False
2018-08-12,34,False
2018-08-19,100,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,62,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,30,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,30,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,31,False
2019-03-24,29,False
2019-03-31,28,False
2019-04-07,28,False
2019-04-14,29,False
2019-04-21,29,False
2019-04-28,28,False
2019-05-05,28,False
2019-05-12,28,False
2019-05-19,42,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,54,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,29,False
2019-07-07,56,False
2019-07-14,0,False
2019-07-21,29,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,31,False
2019-08-18,32,False
2019-08-25,60,False
2019-09-01,27,False
2019-09-08,55,False
2019-09-15,27,False
2019-09-22,27,False
2019-09-29,46,False
2019-10-06,0,False
2019-10-13,83,False
2019-10-20,0,False
2019-10-27,53,False
2019-11-03,0,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,0,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,25,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,24,False
2020-02-02,37,False
2020-02-09,0,False
2020-02-16,71,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,24,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,22,False
2020-04-12,0,False
2020-04-19,34,False
2020-04-26,21,False
2020-05-03,36,False
2020-05-10,0,False
2020-05-17,28,True
