date,Joyeria,isPartial
2018-01-07,39,False
2018-01-14,40,False
2018-01-21,45,False
2018-01-28,11,False
2018-02-04,54,False
2018-02-11,51,False
2018-02-18,46,False
2018-02-25,45,False
2018-03-04,50,False
2018-03-11,61,False
2018-03-18,55,False
2018-03-25,46,False
2018-04-01,23,False
2018-04-08,28,False
2018-04-15,46,False
2018-04-22,77,False
2018-04-29,56,False
2018-05-06,55,False
2018-05-13,63,False
2018-05-20,40,False
2018-05-27,38,False
2018-06-03,81,False
2018-06-10,26,False
2018-06-17,46,False
2018-06-24,69,False
2018-07-01,45,False
2018-07-08,22,False
2018-07-15,43,False
2018-07-22,51,False
2018-07-29,34,False
2018-08-05,27,False
2018-08-12,33,False
2018-08-19,17,False
2018-08-26,28,False
2018-09-02,38,False
2018-09-09,67,False
2018-09-16,51,False
2018-09-23,100,False
2018-09-30,56,False
2018-10-07,52,False
2018-10-14,22,False
2018-10-21,11,False
2018-10-28,75,False
2018-11-04,76,False
2018-11-11,79,False
2018-11-18,49,False
2018-11-25,51,False
2018-12-02,52,False
2018-12-09,34,False
2018-12-16,84,False
2018-12-23,75,False
2018-12-30,97,False
2019-01-06,67,False
2019-01-13,65,False
2019-01-20,30,False
2019-01-27,63,False
2019-02-03,61,False
2019-02-10,73,False
2019-02-17,33,False
2019-02-24,51,False
2019-03-03,28,False
2019-03-10,49,False
2019-03-17,55,False
2019-03-24,33,False
2019-03-31,60,False
2019-04-07,39,False
2019-04-14,45,False
2019-04-21,44,False
2019-04-28,43,False
2019-05-05,32,False
2019-05-12,86,False
2019-05-19,49,False
2019-05-26,54,False
2019-06-02,56,False
2019-06-09,38,False
2019-06-16,38,False
2019-06-23,49,False
2019-06-30,77,False
2019-07-07,50,False
2019-07-14,45,False
2019-07-21,58,False
2019-07-28,50,False
2019-08-04,47,False
2019-08-11,26,False
2019-08-18,56,False
2019-08-25,60,False
2019-09-01,42,False
2019-09-08,81,False
2019-09-15,71,False
2019-09-22,46,False
2019-09-29,46,False
2019-10-06,36,False
2019-10-13,25,False
2019-10-20,45,False
2019-10-27,65,False
2019-11-03,43,False
2019-11-10,43,False
2019-11-17,54,False
2019-11-24,57,False
2019-12-01,51,False
2019-12-08,47,False
2019-12-15,78,False
2019-12-22,99,False
2019-12-29,100,False
2020-01-05,65,False
2020-01-12,50,False
2020-01-19,90,False
2020-01-26,47,False
2020-02-02,75,False
2020-02-09,71,False
2020-02-16,48,False
2020-02-23,87,False
2020-03-01,63,False
2020-03-08,30,False
2020-03-15,21,False
2020-03-22,12,False
2020-03-29,8,False
2020-04-05,33,False
2020-04-12,38,True
